CDBASE;DATE_Livraison;PICKING;QTE_Permanent;QTE_Promo;QTE_totale;CA_HT_Permanent;CA_HT_Promo;CA_HT_total;CA_TTC_Permanent;CA_TTC_Promo;CA_TTC_total
3148531;28/05/2025;Picking Entrepot;;2;2;;5,1;5,1;;5,4;5,4
3153283;28/05/2025;Picking Entrepot;3;;3;3,1;;3,1;3,3;;3,3
3156447;28/05/2025;Picking Entrepot;1;;1;8,1;;8,1;8,6;;8,6
3158171;28/05/2025;Picking Entrepot;4;;4;9,7;;9,7;10,2;;10,2
3160318;28/05/2025;Picking Entrepot;;1;1;;2,7;2,7;;2,8;2,8
3161533;28/05/2025;Picking Entrepot;;1;1;;5;5;;5,2;5,2
3162568;28/05/2025;Picking Entrepot;3;;3;9,3;;9,3;9,8;;9,8
3162672;28/05/2025;Picking Entrepot;2;;2;7,9;;7,9;8,3;;8,3
3164301;28/05/2025;Picking Entrepot;13;2;15;50,5;6,5;57;60,5;7,8;68,3
3166935;28/05/2025;Picking Entrepot;1;;1;3,6;;3,6;3,9;;3,9
3167004;28/05/2025;Picking Entrepot;1;;1;2,5;;2,5;2,6;;2,6
3170108;28/05/2025;Picking Entrepot;1;;1;2;;2;2,1;;2,1
3173303;28/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,6;;1,6
3175158;28/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
3186046;28/05/2025;Picking Entrepot;1;;1;4;;4;4,2;;4,2
3189786;28/05/2025;Picking Entrepot;1;;1;4,9;;4,9;5,2;;5,2
3191005;28/05/2025;Picking Entrepot;1;;1;4,5;;4,5;5,4;;5,4
3192838;28/05/2025;Picking Entrepot;1;4;5;4,6;15,7;20,4;5,5;18,9;24,4
3194944;28/05/2025;Picking Entrepot;3;;3;12,5;;12,5;15;;15
3205807;28/05/2025;Picking Entrepot;5;;5;19,6;;19,6;23,4;;23,4
3210698;28/05/2025;Picking Entrepot;5;;5;8,8;;8,8;9,2;;9,2
3217479;28/05/2025;Picking Entrepot;3;;3;4,3;;4,3;5,2;;5,2
3226263;28/05/2025;Picking Entrepot;7;;7;19,6;;19,6;20,7;;20,7
3237003;28/05/2025;Picking Entrepot;4;;4;5,2;;5,2;5,5;;5,5
3244889;28/05/2025;Picking Entrepot;;1;1;;5,1;5,1;;5,4;5,4
3247911;28/05/2025;Picking Entrepot;4;;4;9,1;;9,1;9,6;;9,6
3254320;28/05/2025;Picking Entrepot;2;;2;5,7;;5,7;6;;6
3263049;28/05/2025;Picking Entrepot;4;;4;5,8;;5,8;7;;7
3265969;28/05/2025;Picking Entrepot;4;;4;6,6;;6,6;7,9;;7,9
3271347;28/05/2025;Picking Entrepot;8;1;9;10,6;1,3;11,9;11,2;1,4;12,6
3271362;28/05/2025;Picking Entrepot;7;;7;9,3;;9,3;9,8;;9,8
3273251;28/05/2025;Picking Entrepot;4;;4;7,4;;7,4;7,8;;7,8
3275364;28/05/2025;Picking Entrepot;1;;1;1;;1;1,2;;1,2
3276050;28/05/2025;Picking Entrepot;4;;4;7,8;;7,8;8,3;;8,3
3282447;28/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,5;;2,5
3283190;28/05/2025;Picking Entrepot;4;;4;5,5;;5,5;5,8;;5,8
3285036;28/05/2025;Picking Entrepot;1;;1;2;;2;2,1;;2,1
3289850;28/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,4;;1,4
3291055;28/05/2025;Picking Entrepot;9;;9;8,1;;8,1;8,6;;8,6
3291930;28/05/2025;Picking Entrepot;1;;1;1,5;;1,5;1,6;;1,6
3307215;28/05/2025;Picking Entrepot;16;;16;22,6;;22,6;23,8;;23,8
3307972;28/05/2025;Picking Entrepot;2;;2;2,8;;2,8;3;;3
3308365;28/05/2025;Picking Entrepot;3;;3;6,2;;6,2;6,6;;6,6
3308370;28/05/2025;Picking Entrepot;2;;2;2,3;;2,3;2,4;;2,4
3308511;28/05/2025;Picking Entrepot;2;;2;7,2;;7,2;7,6;;7,6
3308534;28/05/2025;Picking Entrepot;4;;4;4,2;;4,2;4,4;;4,4
3310959;28/05/2025;Picking Entrepot;4;;4;14,4;;14,4;15,2;;15,2
3313350;28/05/2025;Picking Entrepot;2;;2;2,6;;2,6;2,8;;2,8
3315611;28/05/2025;Picking Entrepot;2;;2;1,9;;1,9;2,1;;2,1
3315656;28/05/2025;Picking Entrepot;2;;2;2,2;;2,2;2,3;;2,3
3317267;28/05/2025;Picking Entrepot;4;;4;11,4;;11,4;12;;12
3318121;28/05/2025;Picking Entrepot;12;;12;20,4;;20,4;21,5;;21,5
3321419;28/05/2025;Picking Entrepot;3;;3;10,5;;10,5;11,1;;11,1
3328138;28/05/2025;Picking Entrepot;;2;2;;6,5;6,5;;6,9;6,9
3329765;28/05/2025;Picking Entrepot;1;;1;3,1;;3,1;3,2;;3,2
3330974;28/05/2025;Picking Entrepot;5;;5;7,1;;7,1;7,5;;7,5
3332364;28/05/2025;Picking Entrepot;2;;2;5;;5;5,3;;5,3
3334061;28/05/2025;Picking Entrepot;;1;1;;1,8;1,8;;1,9;1,9
3334363;28/05/2025;Picking Entrepot;;2;2;;5,2;5,2;;5,5;5,5
3335111;28/05/2025;Picking Entrepot;1;2;3;1,7;3;4,6;2;3,6;5,6
3335343;28/05/2025;Picking Entrepot;1;;1;2,5;;2,5;2,6;;2,6
3335756;28/05/2025;Picking Entrepot;3;;3;6,2;;6,2;6,6;;6,6
3337569;28/05/2025;Picking Entrepot;5;;5;14,2;;14,2;15;;15
3346916;28/05/2025;Picking Entrepot;;1;1;;4,1;4,1;;4,3;4,3
3348193;28/05/2025;Picking Entrepot;2;;2;4,7;;4,7;5;;5
3349726;28/05/2025;Picking Entrepot;;2;2;;1,2;1,2;;1,4;1,4
3349917;28/05/2025;Picking Entrepot;1;;1;2,5;;2,5;2,6;;2,6
3361468;28/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
3364927;28/05/2025;Picking Entrepot;1;;1;3,8;;3,8;4;;4
3366351;28/05/2025;Picking Entrepot;1;;1;20,8;;20,8;24,9;;24,9
3367552;28/05/2025;Picking Entrepot;5;;5;6,8;;6,8;7,2;;7,2
3369790;28/05/2025;Picking Entrepot;1;;1;2,6;;2,6;2,8;;2,8
3377590;28/05/2025;Picking Entrepot;;1;1;;1,9;1,9;;2;2
3378966;28/05/2025;Picking Entrepot;3;;3;3,1;;3,1;3,3;;3,3
3380313;28/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
3380425;28/05/2025;Picking Entrepot;1;;1;4,1;;4,1;5;;5
3381155;28/05/2025;Picking Entrepot;4;;4;10,4;;10,4;11;;11
3386071;28/05/2025;Picking Entrepot;2;;2;7,7;;7,7;8,1;;8,1
3387901;28/05/2025;Picking Entrepot;14;;14;47,1;;47,1;49,7;;49,7
3389105;28/05/2025;Picking Entrepot;2;;2;6,5;;6,5;6,9;;6,9
3390075;28/05/2025;Picking Entrepot;1;;1;6,2;;6,2;7,5;;7,5
3391134;28/05/2025;Picking Entrepot;1;4;5;1,2;4,9;6;1,2;5,1;6,4
3391980;28/05/2025;Picking Entrepot;11;;11;13,1;;13,1;13,8;;13,8
3392078;28/05/2025;Picking Entrepot;2;;2;3,5;;3,5;3,7;;3,7
3399959;28/05/2025;Picking Entrepot;5;;5;7;;7;7,5;;7,5
3402716;28/05/2025;Picking Entrepot;2;;2;5;;5;5,3;;5,3
3406368;28/05/2025;Picking Entrepot;2;;2;4,3;;4,3;4,5;;4,5
3407479;28/05/2025;Picking Entrepot;20;;20;35,5;;35,5;37,4;;37,4
3409794;28/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,4;;2,4
3424063;28/05/2025;Picking Entrepot;2;;2;8,5;;8,5;9;;9
3436365;28/05/2025;Picking Entrepot;2;;2;5,5;;5,5;5,8;;5,8
3437995;28/05/2025;Picking Entrepot;2;;2;5;;5;5,3;;5,3
3438276;28/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,3;;1,3
3442317;28/05/2025;Picking Entrepot;1;;1;5,5;;5,5;6,5;;6,5
3449891;28/05/2025;Picking Entrepot;1;;1;4,4;;4,4;4,7;;4,7
3451077;28/05/2025;Picking Entrepot;1;;1;1;;1;1,2;;1,2
3453774;28/05/2025;Picking Entrepot;1;;1;3,3;;3,3;3,5;;3,5
3456133;28/05/2025;Picking Entrepot;1;5;6;3,6;15,6;19,2;3,8;16,5;20,3
3456136;28/05/2025;Picking Entrepot;2;;2;8,7;;8,7;9,2;;9,2
3457203;28/05/2025;Picking Entrepot;4;1;5;8,6;2,2;10,8;9,1;2,3;11,4
3457370;28/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
3460077;28/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
3462271;28/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
3464893;28/05/2025;Picking Entrepot;20;2;22;27;2,6;29,6;28,4;2,8;31,2
3467509;28/05/2025;Picking Entrepot;3;;3;7,5;;7,5;7,9;;7,9
3467711;28/05/2025;Picking Entrepot;3;;3;7,8;;7,8;8,2;;8,2
3469264;28/05/2025;Picking Entrepot;;2;2;;12,8;12,8;;13,5;13,5
3471376;28/05/2025;Picking Entrepot;2;;2;5,5;;5,5;5,8;;5,8
3471612;28/05/2025;Picking Entrepot;2;;2;3,5;;3,5;3,7;;3,7
3473049;28/05/2025;Picking Entrepot;;1;1;;4,7;4,7;;5;5
3474687;28/05/2025;Picking Entrepot;2;;2;9,5;;9,5;10;;10
3477650;28/05/2025;Picking Entrepot;4;;4;4,2;;4,2;4,4;;4,4
3477661;28/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,4;;2,4
3477733;28/05/2025;Picking Entrepot;8;;8;17,4;;17,4;18,3;;18,3
3479043;28/05/2025;Picking Entrepot;9;;9;14,6;;14,6;17,5;;17,5
3480322;28/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,3;;1,3
3482835;28/05/2025;Picking Entrepot;1;;1;6,8;;6,8;8,2;;8,2
3484241;28/05/2025;Picking Entrepot;2;;2;3,9;;3,9;4,6;;4,6
3484427;28/05/2025;Picking Entrepot;3;;3;4,6;;4,6;4,9;;4,9
3485582;28/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,5;;1,5
3489239;28/05/2025;Picking Entrepot;1;;1;4,8;;4,8;5,1;;5,1
3490291;28/05/2025;Picking Entrepot;1;;1;3,7;;3,7;4;;4
3493220;28/05/2025;Picking Entrepot;2;;2;2,6;;2,6;3,2;;3,2
3493643;28/05/2025;Picking Entrepot;2;;2;4;;4;4,2;;4,2
3493882;28/05/2025;Picking Entrepot;1;;1;1,4;;1,4;1,4;;1,4
3496212;28/05/2025;Picking Entrepot;4;;4;18,2;;18,2;19,2;;19,2
3499927;28/05/2025;Picking Entrepot;5;;5;9,2;;9,2;9,8;;9,8
3500422;28/05/2025;Picking Entrepot;2;;2;8;;8;8,4;;8,4
3504287;28/05/2025;Picking Entrepot;2;;2;2,5;;2,5;2,6;;2,6
3504315;28/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,2;;1,2
3505281;28/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
3505297;28/05/2025;Picking Entrepot;1;;1;3;;3;3,2;;3,2
3509898;28/05/2025;Picking Entrepot;2;;2;2,7;;2,7;2,9;;2,9
3511157;28/05/2025;Picking Entrepot;18;;18;13;;13;13,7;;13,7
3516381;28/05/2025;Picking Entrepot;3;;3;9,7;;9,7;10,2;;10,2
3516592;28/05/2025;Picking Entrepot;3;;3;15,8;;15,8;16,7;;16,7
3518103;28/05/2025;Picking Entrepot;1;;1;1,5;;1,5;1,8;;1,8
3519915;28/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
3522024;28/05/2025;Picking Entrepot;4;;4;5,5;;5,5;5,8;;5,8
3523606;28/05/2025;Picking Entrepot;2;;2;5,4;;5,4;5,7;;5,7
3523758;28/05/2025;Picking Entrepot;;1;1;;3,2;3,2;;3,4;3,4
3525082;28/05/2025;Picking Entrepot;6;;6;2,1;;2,1;2,2;;2,2
3526604;28/05/2025;Picking Entrepot;1;;1;4,1;;4,1;4,3;;4,3
3531323;28/05/2025;Picking Entrepot;3;;3;6,1;;6,1;6,4;;6,4
3532139;28/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
3534345;28/05/2025;Picking Entrepot;1;;1;18,5;;18,5;19,5;;19,5
3535921;28/05/2025;Picking Entrepot;4;;4;8,5;;8,5;9;;9
3562126;28/05/2025;Picking Entrepot;10;;10;15,7;;15,7;16,5;;16,5
3571418;28/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
3572325;28/05/2025;Picking Entrepot;6;;6;8,5;;8,5;8,9;;8,9
3578567;28/05/2025;Picking Entrepot;2;;2;3,8;;3,8;4,6;;4,6
3581431;28/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
3584275;28/05/2025;Picking Entrepot;4;;4;3,8;;3,8;4;;4
3598473;28/05/2025;Picking Entrepot;4;;4;9,8;;9,8;10,4;;10,4
3605465;28/05/2025;Picking Entrepot;2;;2;11,2;;11,2;11,8;;11,8
3607005;28/05/2025;Picking Entrepot;9;;9;13,2;;13,2;13,9;;13,9
3609539;28/05/2025;Picking Entrepot;20;;20;190,4;;190,4;200,9;;200,9
3610868;28/05/2025;Picking Entrepot;11;;11;27,3;;27,3;28,8;;28,8
3613482;28/05/2025;Picking Entrepot;2;;2;4,3;;4,3;4,6;;4,6
3613668;28/05/2025;Picking Entrepot;3;;3;5,2;;5,2;5,5;;5,5
3615978;28/05/2025;Picking Entrepot;4;;4;3,8;;3,8;4;;4
3617931;28/05/2025;Picking Entrepot;1;;1;3,9;;3,9;4,1;;4,1
3617947;28/05/2025;Picking Entrepot;3;;3;11,2;;11,2;11,9;;11,9
3618003;28/05/2025;Picking Entrepot;5;;5;25,8;;25,8;27,2;;27,2
3621294;28/05/2025;Picking Entrepot;4;;4;3,9;;3,9;4,1;;4,1
3621373;28/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,3;;1,3
3621636;28/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,3;;1,3
3625884;28/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
3628488;28/05/2025;Picking Entrepot;5;;5;9,9;;9,9;10,5;;10,5
3629560;28/05/2025;Picking Entrepot;5;;5;10,8;;10,8;11,4;;11,4
3629706;28/05/2025;Picking Entrepot;2;1;3;4,7;2,4;7,1;5;2,5;7,5
3630664;28/05/2025;Picking Entrepot;2;;2;6;;6;6,3;;6,3
3630988;28/05/2025;Picking Entrepot;1;;1;1,6;;1,6;1,7;;1,7
3631421;28/05/2025;Picking Entrepot;5;;5;3,6;;3,6;3,8;;3,8
3633225;28/05/2025;Picking Entrepot;1;;1;1,9;;1,9;1,9;;1,9
3634956;28/05/2025;Picking Entrepot;;1;1;;1,9;1,9;;2;2
3635000;28/05/2025;Picking Entrepot;;2;2;;4,8;4,8;;5,1;5,1
3635056;28/05/2025;Picking Entrepot;;2;2;;3,5;3,5;;3,6;3,6
3635090;28/05/2025;Picking Entrepot;;1;1;;1,3;1,3;;1,4;1,4
3637004;28/05/2025;Picking Entrepot;;5;5;;8,6;8,6;;9,1;9,1
3639470;28/05/2025;Picking Entrepot;;1;1;;3,7;3,7;;3,9;3,9
3640070;28/05/2025;Picking Entrepot;1;;1;0,8;;0,8;0,9;;0,9
3643948;28/05/2025;Picking Entrepot;2;;2;4,3;;4,3;4,5;;4,5
3649404;28/05/2025;Picking Entrepot;10;3;13;14,7;3,7;18,4;17,7;4,4;22,1
3649453;28/05/2025;Picking Entrepot;;2;2;;4;4;;4,8;4,8
3655907;28/05/2025;Picking Entrepot;3;;3;6,8;;6,8;7,2;;7,2
3656718;28/05/2025;Picking Entrepot;1;;1;1,7;;1,7;2;;2
3672637;28/05/2025;Picking Entrepot;6;;6;9,4;;9,4;9,9;;9,9
3673983;28/05/2025;Picking Entrepot;2;;2;1,9;;1,9;2;;2
3675390;28/05/2025;Picking Entrepot;2;;2;4,3;;4,3;4,5;;4,5
3675730;28/05/2025;Picking Entrepot;1;;1;2;;2;2,5;;2,5
3675743;28/05/2025;Picking Entrepot;1;;1;2,7;;2,7;2,9;;2,9
3677748;28/05/2025;Picking Entrepot;12;;12;15,4;;15,4;16,3;;16,3
3679776;28/05/2025;Picking Entrepot;1;;1;2,3;;2,3;2,8;;2,8
3680407;28/05/2025;Picking Entrepot;10;;10;11,4;;11,4;12;;12
3680467;28/05/2025;Picking Entrepot;1;;1;0,9;;0,9;0,9;;0,9
3680524;28/05/2025;Picking Entrepot;4;;4;3,8;;3,8;4;;4
3681607;28/05/2025;Picking Entrepot;15;;15;19,2;;19,2;20,2;;20,2
3681614;28/05/2025;Picking Entrepot;2;;2;3;;3;3,2;;3,2
3685045;28/05/2025;Picking Entrepot;;2;2;;9,9;9,9;;11,9;11,9
3689572;28/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
3693178;28/05/2025;Picking Entrepot;1;;1;2,9;;2,9;3,5;;3,5
3695583;28/05/2025;Picking Entrepot;2;;2;2,3;;2,3;2,4;;2,4
3695593;28/05/2025;Picking Entrepot;17;;17;16,4;;16,4;17,2;;17,2
3696204;28/05/2025;Picking Entrepot;2;;2;5,6;;5,6;5,9;;5,9
3699313;28/05/2025;Picking Entrepot;;4;4;;10,2;10,2;;10,8;10,8
3699740;28/05/2025;Picking Entrepot;1;;1;1;;1;1,1;;1,1
3699926;28/05/2025;Picking Entrepot;2;;2;11,2;;11,2;11,8;;11,8
3699981;28/05/2025;Picking Entrepot;7;;7;10,6;;10,6;11,2;;11,2
3701600;28/05/2025;Picking Entrepot;12;;12;8,4;;8,4;8,9;;8,9
3701831;28/05/2025;Picking Entrepot;5;;5;8,4;;8,4;8,9;;8,9
3705775;28/05/2025;Picking Entrepot;1;;1;5,8;;5,8;7;;7
3707502;28/05/2025;Picking Entrepot;3;;3;48,8;;48,8;58,5;;58,5
3713115;28/05/2025;Picking Entrepot;1;;1;3,3;;3,3;3,5;;3,5
3717543;28/05/2025;Picking Entrepot;1;;1;2,5;;2,5;2,6;;2,6
3718349;28/05/2025;Picking Entrepot;11;;11;17,2;;17,2;18,1;;18,1
3718887;28/05/2025;Picking Entrepot;;4;4;;27,4;27,4;;28,9;28,9
3719050;28/05/2025;Picking Entrepot;2;;2;4,5;;4,5;4,8;;4,8
3720308;28/05/2025;Picking Entrepot;2;;2;3,3;;3,3;3,5;;3,5
3720321;28/05/2025;Picking Entrepot;3;;3;23,7;;23,7;28,4;;28,4
3720780;28/05/2025;Picking Entrepot;8;8;16;15;12,7;27,8;18;15,3;33,3
3721256;28/05/2025;Picking Entrepot;2;;2;2,2;;2,2;2,3;;2,3
3721546;28/05/2025;Picking Entrepot;;7;7;;18,7;18,7;;19,8;19,8
3721934;28/05/2025;Picking Entrepot;2;;2;11,2;;11,2;13,4;;13,4
3725025;28/05/2025;Picking Entrepot;;1;1;;2,6;2,6;;2,8;2,8
3725391;28/05/2025;Picking Entrepot;;2;2;;2,6;2,6;;2,7;2,7
3726384;28/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
3726394;28/05/2025;Picking Entrepot;1;;1;5,1;;5,1;5,3;;5,3
3731154;28/05/2025;Picking Entrepot;1;;1;5;;5;5,3;;5,3
3732981;28/05/2025;Picking Entrepot;2;;2;8,8;;8,8;9,3;;9,3
3735107;28/05/2025;Picking Entrepot;;2;2;;1,4;1,4;;1,7;1,7
3737557;28/05/2025;Picking Entrepot;5;;5;7,3;;7,3;7,8;;7,8
3737771;28/05/2025;Picking Entrepot;5;;5;3,3;;3,3;3,5;;3,5
3737809;28/05/2025;Picking Entrepot;6;;6;6,6;;6,6;6,9;;6,9
3737822;28/05/2025;Picking Entrepot;8;;8;6,2;;6,2;6,5;;6,5
3737842;28/05/2025;Picking Entrepot;3;;3;3,4;;3,4;3,6;;3,6
3740986;28/05/2025;Picking Entrepot;1;;1;1,1;;1,1;1,1;;1,1
3741179;28/05/2025;Picking Entrepot;27;;27;66,5;;66,5;79,8;;79,8
3742073;28/05/2025;Picking Entrepot;1;2;3;1,7;3,3;5;1,8;3,5;5,2
3742091;28/05/2025;Picking Entrepot;;2;2;;6,5;6,5;;6,9;6,9
3742100;28/05/2025;Picking Entrepot;3;22;25;4,8;31;35,8;5;32,8;37,8
3742159;28/05/2025;Picking Entrepot;1;6;7;1,9;12;13,9;2;12,6;14,6
3742340;28/05/2025;Picking Entrepot;;2;2;;3,1;3,1;;3,4;3,4
3742435;28/05/2025;Picking Entrepot;4;;4;4,9;;4,9;5,2;;5,2
3742447;28/05/2025;Picking Entrepot;2;;2;3,6;;3,6;3,8;;3,8
3742473;28/05/2025;Picking Entrepot;1;;1;2,8;;2,8;2,9;;2,9
3742589;28/05/2025;Picking Entrepot;1;;1;2,5;;2,5;2,6;;2,6
3742782;28/05/2025;Picking Entrepot;11;;11;5,1;;5,1;5,4;;5,4
3742815;28/05/2025;Picking Entrepot;;1;1;;1,1;1,1;;1,2;1,2
3744487;28/05/2025;Picking Entrepot;2;;2;1,6;;1,6;1,7;;1,7
3746727;28/05/2025;Picking Entrepot;2;;2;1,9;;1,9;2;;2
3746835;28/05/2025;Picking Entrepot;4;;4;6;;6;6,3;;6,3
3746932;28/05/2025;Picking Entrepot;7;;7;9;;9;9,4;;9,4
3747000;28/05/2025;Picking Entrepot;5;;5;3,6;;3,6;3,8;;3,8
3747028;28/05/2025;Picking Entrepot;10;;10;12,8;;12,8;13,5;;13,5
3747051;28/05/2025;Picking Entrepot;4;;4;5,1;;5,1;5,4;;5,4
3747101;28/05/2025;Picking Entrepot;1;;1;0,8;;0,8;0,8;;0,8
3747127;28/05/2025;Picking Entrepot;2;;2;2,6;;2,6;2,7;;2,7
3747224;28/05/2025;Picking Entrepot;6;;6;7,7;;7,7;8,1;;8,1
3747254;28/05/2025;Picking Entrepot;4;;4;2,6;;2,6;2,8;;2,8
3747309;28/05/2025;Picking Entrepot;3;;3;2,1;;2,1;2,2;;2,2
3749012;28/05/2025;Picking Entrepot;2;;2;2,3;;2,3;2,4;;2,4
3749369;28/05/2025;Picking Entrepot;2;;2;5,7;;5,7;6;;6
3749786;28/05/2025;Picking Entrepot;2;;2;2,9;;2,9;3;;3
3750115;28/05/2025;Picking Entrepot;;1;1;;6,6;6,6;;8;8
3758742;28/05/2025;Picking Entrepot;;5;5;;8,4;8,4;;8,8;8,8
3759408;28/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
3759551;28/05/2025;Picking Entrepot;4;;4;3,2;;3,2;3,4;;3,4
3760056;28/05/2025;Picking Entrepot;1;;1;0,6;;0,6;0,6;;0,6
3762434;28/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
3762451;28/05/2025;Picking Entrepot;1;;1;0,8;;0,8;0,8;;0,8
3763066;28/05/2025;Picking Entrepot;1;1;2;2,8;2,8;5,7;3;3;6
3764310;28/05/2025;Picking Entrepot;20;;20;14,2;;14,2;15;;15
3764901;28/05/2025;Picking Entrepot;1;;1;0,9;;0,9;1;;1
3772797;28/05/2025;Picking Entrepot;1;;1;0,8;;0,8;1;;1
3772901;28/05/2025;Picking Entrepot;1;;1;1,3;;1,3;1,6;;1,6
3777089;28/05/2025;Picking Entrepot;2;;2;3,8;;3,8;4;;4
3780265;28/05/2025;Picking Entrepot;6;;6;26,3;;26,3;31,5;;31,5
3781323;28/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,3;;2,3
3781427;28/05/2025;Picking Entrepot;4;;4;41,5;;41,5;49,8;;49,8
3783723;28/05/2025;Picking Entrepot;2;;2;6,1;;6,1;7,3;;7,3
3791630;28/05/2025;Picking Entrepot;2;;2;6,3;;6,3;6,7;;6,7
3793461;28/05/2025;Picking Entrepot;1;;1;3,1;;3,1;3,3;;3,3
3793925;28/05/2025;Picking Entrepot;5;;5;14,1;;14,1;14,8;;14,8
3797147;28/05/2025;Picking Entrepot;2;;2;5,4;;5,4;6,5;;6,5
3799366;28/05/2025;Picking Entrepot;5;;5;10,2;;10,2;10,8;;10,8
3800009;28/05/2025;Picking Entrepot;3;;3;5,5;;5,5;5,8;;5,8
3800178;28/05/2025;Picking Entrepot;3;;3;19,2;;19,2;20,2;;20,2
3823316;28/05/2025;Picking Entrepot;5;;5;7,5;;7,5;8;;8
3823350;28/05/2025;Picking Entrepot;17;;17;24;;24;25,3;;25,3
3824006;28/05/2025;Picking Entrepot;1;;1;2,8;;2,8;3;;3
3830412;28/05/2025;Picking Entrepot;3;;3;7,7;;7,7;8,2;;8,2
3830478;28/05/2025;Picking Entrepot;6;;6;13,4;;13,4;14,1;;14,1
3832955;28/05/2025;Picking Entrepot;12;;12;16,2;;16,2;17;;17
3834475;28/05/2025;Picking Entrepot;2;;2;2,5;;2,5;2,6;;2,6
3834768;28/05/2025;Picking Entrepot;1;4;5;4,5;18,6;23;4,7;19,6;24,3
3835047;28/05/2025;Picking Entrepot;9;;9;13,2;;13,2;13,9;;13,9
3835070;28/05/2025;Picking Entrepot;3;2;5;2,9;1,9;4,8;3;2;5
3835073;28/05/2025;Picking Entrepot;2;;2;1,7;;1,7;1,8;;1,8
3835336;28/05/2025;Picking Entrepot;2;;2;4,4;;4,4;4,7;;4,7
3836597;28/05/2025;Picking Entrepot;2;;2;7;;7;8,4;;8,4
3837667;28/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
3839020;28/05/2025;Picking Entrepot;;1;1;;9,8;9,8;;11,8;11,8
3839990;28/05/2025;Picking Entrepot;4;14;18;13;38,6;51,5;15,6;46,3;61,8
3840017;28/05/2025;Picking Entrepot;1;;1;1,9;;1,9;2;;2
3841209;28/05/2025;Picking Entrepot;4;;4;9,8;;9,8;10,4;;10,4
3841615;28/05/2025;Picking Entrepot;4;;4;7,5;;7,5;8;;8
3842228;28/05/2025;Picking Entrepot;6;;6;14,3;;14,3;15,1;;15,1
3842267;28/05/2025;Picking Entrepot;5;;5;9,2;;9,2;9,8;;9,8
3843496;28/05/2025;Picking Entrepot;1;;1;6;;6;7,2;;7,2
3844494;28/05/2025;Picking Entrepot;;1;1;;1,2;1,2;;1,2;1,2
3844751;28/05/2025;Picking Entrepot;2;;2;2,3;;2,3;2,4;;2,4
3844753;28/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,4;;2,4
3845199;28/05/2025;Picking Entrepot;1;;1;1,8;;1,8;1,9;;1,9
3847445;28/05/2025;Picking Entrepot;3;;3;9,4;;9,4;9,9;;9,9
3848705;28/05/2025;Picking Entrepot;3;;3;8,4;;8,4;8,8;;8,8
3849349;28/05/2025;Picking Entrepot;1;;1;3,5;;3,5;4,2;;4,2
3849821;28/05/2025;Picking Entrepot;1;;1;2,2;;2,2;2,3;;2,3
3851564;28/05/2025;Picking Entrepot;4;;4;6;;6;6,4;;6,4
3851736;28/05/2025;Picking Entrepot;1;4;5;10,8;43,2;54;12,9;51,8;64,8
3852461;28/05/2025;Picking Entrepot;9;;9;28,9;;28,9;30,5;;30,5
3855940;28/05/2025;Picking Entrepot;1;;1;1,2;;1,2;1,2;;1,2
3856385;28/05/2025;Picking Entrepot;3;;3;4,2;;4,2;4,5;;4,5
3856408;28/05/2025;Picking Entrepot;1;;1;2,4;;2,4;2,5;;2,5
3856886;28/05/2025;Picking Entrepot;14;;14;23,2;;23,2;24,5;;24,5
3857608;28/05/2025;Picking Entrepot;3;;3;10,2;;10,2;10,8;;10,8
3858760;28/05/2025;Picking Entrepot;1;;1;1,7;;1,7;1,8;;1,8
