EAN;TS_1_Mois;TS_2_Mois;TS_3_Mois;TS_Final;TS_1_Semaine;TS_Final_V2
4008467054334;;;100%;100%;;100%
4008467054358;75%;83%;92%;75%;100%;100%
4008467097454;100%;100%;100%;100%;;100%
4008468055859;;;100%;100%;;100%
4008871200501;100%;100%;100%;100%;100%;100%
4008871200648;43%;64%;71%;43%;0%;0%
4008871200655;100%;100%;100%;100%;100%;100%
4008871201652;100%;100%;83%;100%;100%;100%
4008871201669;100%;100%;100%;100%;100%;100%
4008871201881;100%;99%;99%;100%;100%;100%
4008871206718;100%;45%;62%;100%;100%;100%
4008871214799;100%;100%;100%;100%;;100%
4008871215840;100%;100%;100%;100%;;100%
4008871216861;100%;100%;100%;100%;;100%
4008871217301;100%;100%;100%;100%;100%;100%
4008871217523;100%;100%;100%;100%;;100%
4008871217530;100%;100%;100%;100%;;100%
4008871217547;100%;100%;100%;100%;100%;100%
4008871217554;100%;100%;100%;100%;100%;100%
4008871217561;25%;25%;33%;25%;;25%
4008871217578;67%;80%;64%;67%;100%;100%
4008871217585;100%;100%;100%;100%;;100%
4008871217592;;100%;100%;100%;;100%
4008871217608;100%;100%;100%;100%;100%;100%
4008871217615;100%;100%;100%;100%;100%;100%
4008871217622;25%;36%;53%;25%;100%;100%
4008871217639;33%;50%;67%;33%;;33%
4008871217646;50%;60%;71%;50%;;50%
4008871217653;100%;100%;100%;100%;;100%
4008871217660;;100%;100%;100%;;100%
4008871217684;100%;100%;100%;100%;;100%
4008871217691;100%;100%;100%;100%;;100%
4008871217707;0%;0%;0%;0%;0%;0%
4008871217721;;50%;40%;50%;;50%
4008871217738;100%;100%;100%;100%;;100%
4008871217769;;100%;100%;100%;;100%
4008871217776;100%;100%;100%;100%;;100%
4008871217783;100%;100%;100%;100%;;100%
4008871220295;100%;100%;100%;100%;;100%
4008871220301;100%;100%;25%;100%;;100%
4008871220318;100%;100%;100%;100%;;100%
4008871220332;100%;100%;54%;100%;;100%
4009044287534;100%;100%;100%;100%;;100%
4009175114068;100%;100%;100%;100%;;100%
4009175187130;100%;100%;100%;100%;;100%
4009175922441;;;100%;100%;;100%
4009175922465;;;100%;100%;;100%
4009175922618;100%;100%;100%;100%;;100%
4009175934796;75%;75%;75%;75%;100%;100%
4009175937933;100%;100%;100%;100%;;100%
4009175943675;83%;87%;90%;83%;;83%
4009175944894;100%;100%;100%;100%;;100%
4009175957528;100%;100%;100%;100%;;100%
4009175962041;100%;100%;100%;100%;;100%
4009175962072;100%;100%;100%;100%;;100%
4009175962188;;;100%;100%;;100%
4009175962652;100%;100%;100%;100%;;100%
4009175962782;;;100%;100%;;100%
4009175962850;100%;100%;100%;100%;;100%
4009175962867;100%;100%;100%;100%;;100%
4009175962935;100%;100%;100%;100%;100%;100%
4009175963093;100%;100%;100%;100%;;100%
4009900024150;100%;100%;100%;100%;;100%
4009900381109;100%;100%;100%;100%;;100%
4009900452182;100%;100%;100%;100%;;100%
4009900452205;100%;100%;100%;100%;;100%
4009900452229;100%;100%;100%;100%;;100%
4009900456951;100%;100%;100%;100%;;100%
4009900461450;100%;100%;100%;100%;;100%
4009900461474;;;100%;100%;;100%
4009900469982;100%;100%;100%;100%;100%;100%
4009900469999;100%;100%;100%;100%;100%;100%
4009900470025;;;100%;100%;;100%
4009900482967;100%;100%;100%;100%;100%;100%
4009900483940;100%;100%;100%;100%;;100%
4009900483971;100%;100%;100%;100%;;100%
4009900485708;100%;100%;100%;100%;;100%
4009900489706;100%;100%;100%;100%;;100%
4009900517409;100%;100%;100%;100%;;100%
4009900540865;100%;100%;100%;100%;;100%
4009900548571;;;100%;100%;;100%
4009900551601;100%;100%;100%;100%;;100%
4009900551663;100%;100%;100%;100%;;100%
4009900551717;100%;100%;100%;100%;;100%
4011100001336;100%;100%;100%;100%;100%;100%
4012200032947;100%;100%;97%;100%;100%;100%
4012448395248;100%;100%;100%;100%;100%;100%
4012824406148;100%;100%;100%;100%;100%;100%
4012824406155;100%;100%;100%;100%;100%;100%
4012824406162;100%;100%;100%;100%;100%;100%
4012824406179;100%;100%;100%;100%;100%;100%
4012824406186;100%;100%;100%;100%;100%;100%
4012824406193;100%;100%;100%;100%;100%;100%
4012824406209;100%;100%;100%;100%;100%;100%
4012824406216;100%;100%;100%;100%;100%;100%
4012824406230;100%;100%;100%;100%;100%;100%
4012824406254;100%;100%;100%;100%;100%;100%
4012824406261;100%;100%;100%;100%;100%;100%
4012824406278;100%;100%;100%;100%;100%;100%
4013900500477;;;100%;100%;;100%
4013900507872;;100%;100%;100%;;100%
4014400907902;;100%;100%;100%;;100%
4014400916720;100%;100%;100%;100%;;100%
4014400928891;100%;100%;95%;100%;100%;100%
4014400929065;100%;100%;100%;100%;;100%
4015000923880;;100%;100%;100%;;100%
4015000923989;;100%;100%;100%;;100%
4015000924054;100%;100%;100%;100%;;100%
4015400690252;100%;100%;100%;100%;100%;100%
4015400690344;100%;100%;100%;100%;100%;100%
4015400871293;;;54%;54%;;54%
4017100266416;100%;100%;44%;100%;100%;100%
4017100266713;100%;100%;100%;100%;100%;100%
4017100376108;100%;100%;100%;100%;100%;100%
4017100499715;100%;100%;100%;100%;;100%
4017100764004;94%;97%;72%;94%;91%;91%
4018077625107;100%;100%;100%;100%;100%;100%
4018077752605;100%;100%;100%;100%;100%;100%
4018077753206;100%;100%;100%;100%;100%;100%
4026700501827;100%;100%;100%;100%;100%;100%
4027800205301;;100%;100%;100%;;100%
4027800320103;;100%;100%;100%;;100%
4027800372508;100%;100%;100%;100%;;100%
4027800383504;;100%;100%;100%;;100%
4027800402502;;100%;100%;100%;;100%
4027800416004;;;100%;100%;;100%
4027800509805;100%;100%;100%;100%;100%;100%
4040328085538;;;100%;100%;;100%
4040328085576;;;100%;100%;;100%
4054596690943;100%;100%;100%;100%;;100%
4060800009449;100%;100%;100%;100%;;100%
4062300056220;100%;100%;100%;100%;100%;100%
4062300081758;74%;82%;93%;74%;29%;29%
4062300086593;100%;100%;100%;100%;100%;100%
4062300087514;100%;100%;74%;100%;100%;100%
4062300163751;0%;11%;32%;0%;0%;0%
4062300163843;;;100%;100%;;100%
4062300163904;;;100%;100%;;100%
4062300217256;100%;100%;100%;100%;100%;100%
4062300250819;;100%;94%;100%;;100%
4062300250840;;;100%;100%;;100%
4062300264823;100%;100%;100%;100%;100%;100%
4062300264854;100%;100%;100%;100%;100%;100%
4062300288270;100%;100%;94%;100%;;100%
4062300379152;;;100%;100%;;100%
4062300381414;100%;100%;100%;100%;;100%
4062300381445;100%;100%;100%;100%;;100%
4062300381520;100%;100%;57%;100%;100%;100%
4062300429574;100%;100%;79%;100%;100%;100%
4062300430341;100%;100%;100%;100%;100%;100%
4062300444805;;;100%;100%;;100%
4062300444867;100%;100%;100%;100%;;100%
4062300444997;100%;100%;100%;100%;100%;100%
4062300445017;100%;100%;100%;100%;;100%
4062300445024;57%;57%;57%;57%;;57%
4062300445079;100%;100%;100%;100%;100%;100%
4062300445376;83%;93%;84%;83%;;83%
4062300456518;100%;100%;100%;100%;100%;100%
4062300456556;;100%;100%;100%;;100%
4062300456563;100%;100%;89%;100%;100%;100%
4062300456617;;100%;100%;100%;;100%
4062300458000;;100%;100%;100%;;100%
4062300462267;3%;10%;10%;3%;0%;0%
4067700013859;57%;70%;75%;57%;100%;100%
4068883000001;;;100%;100%;;100%
4100290077617;;100%;100%;100%;;100%
4100290080389;;100%;100%;100%;;100%
4250668603990;;100%;100%;100%;;100%
4260744953376;;;100%;100%;;100%
4260744953437;;;100%;100%;;100%
4260744956483;;;100%;100%;;100%
4601798030055;100%;100%;100%;100%;100%;100%
4710085236749;100%;100%;100%;100%;;100%
4770608246969;100%;100%;100%;100%;;100%
4770608247027;100%;100%;100%;100%;;100%
4770608253608;100%;100%;100%;100%;100%;100%
4770608254353;;100%;100%;100%;;100%
4770608255886;100%;92%;48%;100%;100%;100%
4770608256166;100%;82%;68%;100%;100%;100%
4770608257729;;100%;100%;100%;;100%
4770608258900;100%;100%;100%;100%;;100%
4770608258917;100%;100%;100%;100%;;100%
4770608259914;;100%;100%;100%;;100%
4770608259938;100%;88%;90%;100%;100%;100%
4770608262051;100%;100%;100%;100%;100%;100%
4770608262075;;100%;61%;100%;;100%
4770608263201;;100%;100%;100%;;100%
4770608263492;100%;100%;100%;100%;;100%
4770608264758;100%;100%;100%;100%;;100%
4809015157183;100%;100%;100%;100%;100%;100%
4809015157480;100%;100%;100%;100%;100%;100%
4901002168490;;;100%;100%;;100%
4901777303553;;100%;100%;100%;;100%
4901777305359;100%;100%;100%;100%;;100%
4901903064105;;;100%;100%;;100%
4901903064877;100%;100%;100%;100%;100%;100%
4901903164065;100%;100%;100%;100%;100%;100%
4902663010197;100%;100%;100%;100%;;100%
4902713130622;;100%;100%;100%;;100%
4902713130639;100%;100%;100%;100%;;100%
4969265703308;;100%;100%;100%;;100%
4969265772908;;100%;100%;100%;;100%
4989501114569;;100%;100%;100%;;100%
5000102020017;100%;100%;100%;100%;100%;100%
5000112609615;;;100%;100%;;100%
5000112611762;21%;40%;50%;21%;0%;0%
5000112611861;100%;100%;100%;100%;100%;100%
5000112611878;100%;100%;94%;100%;100%;100%
5000112644272;100%;100%;100%;100%;100%;100%
5000112644289;100%;100%;100%;100%;;100%
5000112674354;100%;100%;100%;100%;;100%
5000112683097;;100%;100%;100%;;100%
5000157024671;100%;100%;100%;100%;100%;100%
5000157073020;100%;100%;100%;100%;100%;100%
5000157076052;;;100%;100%;;100%
5000157140722;;100%;100%;100%;;100%
5000159419291;100%;100%;100%;100%;100%;100%
5000159419352;100%;100%;100%;100%;100%;100%
5000159443753;100%;100%;74%;100%;100%;100%
5000159477574;100%;100%;100%;100%;;100%
5000159481540;;;100%;100%;;100%
5000159483063;100%;100%;100%;100%;100%;100%
5000159484695;100%;100%;100%;100%;100%;100%
5000159491297;100%;100%;100%;100%;;100%
5000159492737;100%;100%;100%;100%;100%;100%
5000159492904;100%;100%;100%;100%;;100%
5000159492966;100%;100%;100%;100%;;100%
5000159501149;;;100%;100%;;100%
5000159502733;;;100%;100%;;100%
5000159502870;100%;100%;100%;100%;100%;100%
5000159541336;100%;100%;100%;100%;100%;100%
5000159541398;;100%;100%;100%;;100%
5000159541459;100%;100%;91%;100%;100%;100%
5000159541510;;100%;100%;100%;;100%
5000159542739;100%;100%;100%;100%;;100%
5000159543378;100%;100%;100%;100%;;100%
5000159544511;100%;100%;100%;100%;100%;100%
5000159544535;100%;100%;100%;100%;100%;100%
5000159555739;100%;100%;100%;100%;100%;100%
5000159555753;100%;100%;100%;100%;100%;100%
5000159557542;16%;32%;13%;16%;;16%
5000159557658;100%;100%;100%;100%;100%;100%
5000159558518;100%;100%;100%;100%;;100%
5000159560313;100%;100%;48%;100%;;100%
5000159560498;100%;100%;100%;100%;;100%
5000159560726;100%;100%;100%;100%;100%;100%
5000159560832;;100%;100%;100%;;100%
5000159560863;100%;100%;100%;100%;100%;100%
5000159561686;0%;33%;78%;0%;0%;0%
5000159563543;100%;100%;100%;100%;;100%
5000159563703;100%;100%;100%;100%;;100%
5000159565776;;100%;100%;100%;;100%
5000159567664;;;100%;100%;;100%
5000159567718;;;100%;100%;;100%
5000159568395;100%;100%;100%;100%;100%;100%
5000159570602;100%;88%;70%;100%;;100%
5000159600903;0%;0%;0%;0%;0%;0%
5000159600927;0%;0%;0%;0%;0%;0%
5000159600941;0%;0%;0%;0%;0%;0%
5000161019649;100%;100%;100%;100%;100%;100%
5000161019656;;100%;100%;100%;;100%
5000161021703;100%;100%;100%;100%;100%;100%
5000161021710;100%;100%;100%;100%;100%;100%
5000161032433;80%;90%;94%;80%;100%;100%
5000161032457;100%;100%;100%;100%;100%;100%
5000168198491;100%;100%;100%;100%;100%;100%
5000168198514;100%;100%;96%;100%;100%;100%
5000204116441;100%;100%;100%;100%;;100%
5000204116922;100%;100%;100%;100%;;100%
5000204117462;;;100%;100%;;100%
5000204164312;100%;100%;100%;100%;;100%
5000204227222;100%;100%;100%;100%;;100%
5000204278071;100%;100%;100%;100%;100%;100%
5000204278101;65%;79%;90%;65%;100%;100%
5000204287219;;;100%;100%;;100%
5000204287301;100%;100%;100%;100%;;100%
5000204287363;100%;100%;100%;100%;;100%
5000204287455;100%;100%;100%;100%;;100%
5000204287486;100%;100%;100%;100%;;100%
5000204287516;100%;100%;100%;100%;;100%
5000204287547;100%;100%;100%;100%;;100%
5000204287608;100%;100%;100%;100%;;100%
5000204287639;100%;100%;100%;100%;;100%
5000204287790;100%;100%;100%;100%;;100%
5000204287820;100%;100%;100%;100%;;100%
5000204287943;100%;100%;100%;100%;;100%
5000204287974;;;100%;100%;;100%
5000204288094;100%;100%;100%;100%;;100%
5000204288124;100%;100%;100%;100%;;100%
5000204288308;100%;100%;100%;100%;;100%
5000204288575;100%;100%;100%;100%;;100%
5000204288636;100%;100%;100%;100%;;100%
5000204296358;13%;9%;32%;13%;0%;0%
5000204301427;100%;100%;100%;100%;;100%
5000204305531;;100%;100%;100%;;100%
5000204306828;82%;82%;94%;82%;0%;0%
5000204306880;100%;100%;86%;100%;;100%
5000204322248;100%;100%;100%;100%;100%;100%
5000204327625;100%;100%;100%;100%;;100%
5000204327687;;100%;92%;100%;;100%
5000204328950;100%;100%;100%;100%;;100%
5000204328981;100%;100%;100%;100%;;100%
5000204329018;100%;100%;100%;100%;;100%
5000204329254;100%;100%;100%;100%;100%;100%
5000204332506;;;100%;100%;;100%
5000204333701;100%;100%;100%;100%;;100%
5000204334845;100%;100%;100%;100%;;100%
5000204334906;100%;100%;100%;100%;;100%
5000204334968;100%;100%;100%;100%;;100%
5000204335057;100%;100%;100%;100%;;100%
5000204335088;100%;100%;100%;100%;;100%
5000204335118;62%;62%;62%;62%;;62%
5000204335149;100%;100%;100%;100%;;100%
5000204335170;100%;100%;100%;100%;100%;100%
5000204335415;100%;33%;33%;100%;;100%
5000204340938;81%;81%;81%;81%;;81%
5000204342703;100%;100%;100%;100%;100%;100%
5000204342734;100%;100%;100%;100%;;100%
5000204342796;100%;100%;100%;100%;100%;100%
5000204342888;100%;100%;100%;100%;;100%
5000204342918;50%;50%;50%;50%;100%;100%
5000204343038;100%;100%;100%;100%;100%;100%
5000204343120;100%;100%;89%;100%;100%;100%
5000204344127;100%;100%;100%;100%;;100%
5000204344158;100%;100%;100%;100%;;100%
5000204344721;100%;100%;100%;100%;;100%
5000204344752;100%;100%;100%;100%;;100%
5000204344783;100%;100%;100%;100%;;100%
5000204344813;;100%;100%;100%;;100%
5000204347289;;100%;100%;100%;;100%
5000204349849;;;100%;100%;;100%
5000204350425;100%;100%;100%;100%;;100%
5000204350456;67%;71%;83%;67%;;67%
5000204350487;100%;100%;100%;100%;;100%
5000204356410;100%;100%;100%;100%;100%;100%
5000204356717;;;100%;100%;;100%
5000204356830;;;100%;100%;;100%
5000204357165;;;100%;100%;;100%
5000204367683;33%;33%;33%;33%;;33%
5000204398946;43%;43%;43%;43%;;43%
5000204401585;100%;33%;33%;100%;;100%
5000204401615;100%;20%;20%;100%;;100%
5000213002339;;;100%;100%;;100%
5000213024768;100%;100%;100%;100%;100%;100%
5000213024829;100%;100%;100%;100%;100%;100%
5000213029589;100%;100%;100%;100%;100%;100%
5000213101223;100%;100%;100%;100%;100%;100%
5000237134795;;100%;100%;100%;;100%
5000237138069;;100%;100%;100%;;100%
5000267013602;;;100%;100%;;100%
5000267014203;100%;100%;100%;100%;100%;100%
5000267024202;100%;100%;100%;100%;100%;100%
5000267116426;100%;100%;100%;100%;100%;100%
5000267116662;0%;67%;75%;0%;;0%
5000281015248;100%;100%;100%;100%;;100%
5000281016290;;100%;100%;100%;;100%
5000281031033;77%;88%;92%;77%;100%;100%
5000281038094;100%;100%;100%;100%;100%;100%
5000281040523;;100%;100%;100%;;100%
5000281051413;100%;100%;100%;100%;100%;100%
5000281055909;;100%;100%;100%;;100%
5000281070742;25%;24%;24%;25%;;25%
5000289927161;100%;86%;80%;100%;;100%
5000291023462;;100%;100%;100%;;100%
5000291025510;;100%;100%;100%;;100%
5000291025824;;100%;100%;100%;;100%
5000299225004;100%;60%;75%;100%;100%;100%
5000299296028;100%;100%;100%;100%;;100%
5000299298374;100%;100%;100%;100%;100%;100%
5000299620403;100%;100%;100%;100%;;100%
5000299622162;;100%;100%;100%;;100%
5000299628034;100%;100%;100%;100%;100%;100%
5000299639207;0%;33%;33%;0%;;0%
5000299641125;;100%;100%;100%;;100%
5000329004111;100%;100%;100%;100%;;100%
5000354911736;100%;100%;100%;100%;;100%
5000354911743;;100%;100%;100%;;100%
5000354918841;100%;100%;100%;100%;;100%
5000354925016;;100%;100%;100%;;100%
5000354925054;;100%;100%;100%;;100%
5000354925061;;100%;100%;100%;;100%
5000354925740;;100%;100%;100%;;100%
5000354925757;;100%;100%;100%;;100%
5000394019621;;100%;100%;100%;;100%
5000394030367;;;100%;100%;;100%
5000394203921;100%;100%;100%;100%;;100%
5000394203969;;;100%;100%;;100%
5000396021202;100%;100%;100%;100%;100%;100%
5000426171518;100%;100%;100%;100%;;100%
5000438001353;10%;7%;7%;10%;100%;100%
5000438002336;100%;100%;100%;100%;;100%
5010029000023;54%;35%;48%;54%;100%;100%
5010029229110;100%;98%;97%;100%;100%;100%
5010034016491;100%;56%;56%;100%;;100%
5010034016507;100%;56%;56%;100%;;100%
5010034016521;100%;100%;100%;100%;;100%
5010103800259;;;100%;100%;;100%
5010103800457;;100%;100%;100%;;100%
5010103804073;;100%;100%;100%;;100%
5010106110232;100%;100%;100%;100%;100%;100%
5010106111956;100%;100%;100%;100%;;100%
5010106113127;100%;100%;100%;100%;100%;100%
5010106114414;100%;100%;100%;100%;;100%
5010238018123;;100%;100%;100%;;100%
5010238022786;100%;100%;93%;100%;100%;100%
5010327025155;100%;100%;100%;100%;100%;100%
5010327105215;100%;100%;100%;100%;100%;100%
5010327250007;100%;100%;100%;100%;100%;100%
5010327415277;100%;100%;100%;100%;100%;100%
5010327415291;100%;100%;100%;100%;100%;100%
5010327603056;100%;100%;100%;100%;100%;100%
5010327655628;100%;100%;100%;100%;100%;100%
5010327705910;;100%;100%;100%;;100%
5010327755014;;100%;100%;100%;;100%
5010394001908;100%;100%;100%;100%;100%;100%
5010394001915;;;8%;8%;;8%
5010394002127;;100%;100%;100%;;100%
5010394002141;;;100%;100%;;100%
5010394003599;100%;100%;100%;100%;;100%
5010394003612;;100%;100%;100%;;100%
5010394005074;;100%;100%;100%;;100%
5010394005081;;100%;100%;100%;;100%
5010394005098;;100%;100%;100%;;100%
5010394133852;100%;100%;100%;100%;100%;100%
5010394996587;100%;100%;100%;100%;100%;100%
5010394997461;100%;100%;100%;100%;100%;100%
5010477348357;100%;100%;100%;100%;100%;100%
5010477348395;100%;100%;100%;100%;100%;100%
5010477348432;;100%;100%;100%;;100%
5010477348517;87%;96%;97%;87%;100%;100%
5010477348678;83%;92%;95%;83%;25%;25%
5010477350954;;100%;100%;100%;;100%
5010477356277;100%;100%;100%;100%;100%;100%
5010477358790;;100%;100%;100%;;100%
5010477361172;;100%;100%;100%;;100%
5010494195286;100%;100%;100%;100%;100%;100%
5010494560282;;100%;100%;100%;;100%
5010494917840;100%;100%;100%;100%;100%;100%
5010494961577;100%;100%;100%;100%;100%;100%
5010494990997;100%;100%;100%;100%;100%;100%
5010677014205;50%;82%;88%;50%;50%;50%
5010677714006;100%;100%;100%;100%;;100%
5010677716000;;100%;100%;100%;;100%
5010677850100;100%;100%;100%;100%;100%;100%
5010677860208;100%;100%;100%;100%;100%;100%
5010677870207;100%;100%;100%;100%;100%;100%
5010677890106;100%;100%;100%;100%;100%;100%
5010724526798;100%;100%;100%;100%;100%;100%
5010724529836;100%;100%;100%;100%;100%;100%
5010752000345;100%;93%;96%;100%;;100%
5011007003005;100%;100%;100%;100%;100%;100%
5011007003227;100%;100%;100%;100%;100%;100%
5011013100118;100%;100%;100%;100%;;100%
5011013100156;66%;74%;81%;66%;;66%
5011013934546;100%;100%;100%;100%;;100%
5011013935482;100%;100%;100%;100%;;100%
5011069171643;100%;100%;100%;100%;100%;100%
5011308303187;100%;100%;100%;100%;;100%
5011308303194;100%;100%;100%;100%;100%;100%
5011308700375;100%;100%;100%;100%;100%;100%
5011308701389;;100%;100%;100%;;100%
5012008591904;100%;100%;100%;100%;;100%
5012008592505;100%;100%;100%;100%;;100%
5012008592604;100%;100%;100%;100%;;100%
5012008672009;100%;100%;100%;100%;;100%
5012008672108;100%;100%;100%;100%;;100%
5012008741002;100%;100%;100%;100%;;100%
5012008741101;100%;100%;100%;100%;;100%
5012008741200;100%;100%;100%;100%;;100%
5012008743105;100%;100%;100%;100%;;100%
5013967012486;100%;100%;100%;100%;;100%
5013967016507;100%;100%;100%;100%;100%;100%
5013967017849;100%;100%;100%;100%;100%;100%
5013967019874;100%;100%;100%;100%;100%;100%
5014328026050;;100%;100%;100%;;100%
5014328026432;;100%;100%;100%;;100%
5014328084326;;100%;100%;100%;;100%
5014328094011;;100%;100%;100%;;100%
5014328099924;;100%;100%;100%;;100%
5014379000320;;50%;80%;50%;;50%
5014379007244;80%;36%;41%;80%;33%;33%
5014379007282;38%;48%;48%;38%;57%;57%
5014379029031;100%;100%;100%;100%;;100%
5017634238483;;;100%;100%;;100%
5017634247843;;;100%;100%;;100%
5017634247874;100%;100%;100%;100%;;100%
5021427905650;66%;68%;68%;66%;100%;100%
5021427913129;100%;100%;98%;100%;100%;100%
5021991888168;100%;100%;100%;100%;100%;100%
5021991938801;100%;100%;100%;100%;100%;100%
5021991938818;100%;100%;100%;100%;100%;100%
5021991938825;100%;100%;100%;100%;100%;100%
5021991938832;100%;100%;100%;100%;100%;100%
5021991938856;100%;100%;100%;100%;100%;100%
5021991939587;100%;100%;100%;100%;100%;100%
5021991939594;100%;100%;100%;100%;100%;100%
5021991939600;100%;100%;100%;100%;100%;100%
5021991939617;100%;100%;100%;100%;100%;100%
5021991940910;100%;100%;100%;100%;100%;100%
5021991941320;100%;100%;100%;100%;100%;100%
5021991941429;100%;100%;100%;100%;100%;100%
5021991941436;100%;100%;100%;100%;100%;100%
5021991941443;100%;100%;100%;100%;100%;100%
5021991941450;100%;100%;100%;100%;100%;100%
5021991941467;100%;100%;100%;100%;100%;100%
5021991941474;100%;100%;100%;100%;100%;100%
5021991942136;100%;100%;100%;100%;100%;100%
5021991942143;100%;100%;100%;100%;100%;100%
5021991942228;100%;100%;100%;100%;100%;100%
5021991942501;100%;100%;100%;100%;100%;100%
5021991942518;100%;100%;100%;100%;100%;100%
5021991942853;100%;100%;100%;100%;100%;100%
5021991942938;93%;93%;93%;93%;92%;92%
5021991942945;100%;100%;100%;100%;100%;100%
5021991943096;100%;100%;100%;100%;100%;100%
5021991943492;100%;100%;100%;100%;100%;100%
5021991943522;100%;100%;100%;100%;100%;100%
5021991944413;100%;100%;100%;100%;100%;100%
5021991944420;100%;100%;100%;100%;100%;100%
5025404007382;100%;100%;100%;100%;;100%
5025404007405;;;100%;100%;;100%
5025404007429;;100%;100%;100%;;100%
5025404007542;100%;100%;100%;100%;;100%
5027324001181;100%;43%;43%;100%;;100%
5027324001235;100%;33%;33%;100%;;100%
5027324001839;100%;35%;38%;100%;;100%
5027324001860;100%;100%;100%;100%;;100%
5029053033211;100%;100%;100%;100%;;100%
5029053033648;;100%;100%;100%;;100%
5029053038759;100%;100%;100%;100%;100%;100%
5029053537795;;100%;100%;100%;;100%
5029053538426;100%;100%;100%;100%;100%;100%
5029053549323;;;100%;100%;;100%
5029053549354;;;100%;100%;;100%
5029053560137;;100%;100%;100%;;100%
5029053560144;;100%;100%;100%;;100%
5029053562186;100%;100%;100%;100%;100%;100%
5029053567402;;100%;100%;100%;;100%
5029053567570;;;100%;100%;;100%
5029053573557;100%;100%;100%;100%;100%;100%
5029053573724;;100%;100%;100%;;100%
5029053574059;;100%;100%;100%;;100%
5029053574110;;;100%;100%;;100%
5029053578071;;100%;100%;100%;;100%
5029053579276;100%;100%;100%;100%;100%;100%
5029053579283;;;100%;100%;;100%
5029053579290;100%;100%;100%;100%;100%;100%
5029053579320;;100%;100%;100%;;100%
5029053579375;100%;100%;100%;100%;100%;100%
5029053579504;100%;82%;21%;100%;100%;100%
5029053579511;;100%;100%;100%;;100%
5029053581132;;80%;80%;80%;;80%
5029053581194;;;100%;100%;;100%
5029053581620;;100%;100%;100%;;100%
5029053582276;100%;100%;100%;100%;;100%
5029053582283;100%;100%;100%;100%;;100%
5029053582290;100%;100%;100%;100%;;100%
5029053582306;100%;100%;100%;100%;;100%
5029053582337;;100%;100%;100%;;100%
5029053582436;100%;100%;100%;100%;;100%
5029053582801;100%;100%;100%;100%;100%;100%
5029053583686;;;100%;100%;;100%
5029053583693;;;100%;100%;;100%
5029053584706;;100%;100%;100%;;100%
5029054046357;100%;100%;100%;100%;100%;100%
5029054222119;100%;62%;77%;100%;100%;100%
5030765018748;100%;100%;100%;100%;100%;100%
5035139217604;100%;100%;100%;100%;;100%
5037156227499;;;100%;100%;;100%
5037156227505;;50%;50%;50%;;50%
5037156232035;100%;100%;91%;100%;;100%
5037156232042;100%;100%;56%;100%;;100%
5037156232066;100%;100%;100%;100%;;100%
5038483225400;100%;100%;100%;100%;100%;100%
5038483364345;100%;100%;100%;100%;;100%
5038483965962;100%;100%;100%;100%;100%;100%
5038862000192;;;100%;100%;;100%
5038862003452;;;100%;100%;;100%
5038862004282;;;100%;100%;;100%
5038862004343;;;100%;100%;;100%
5038862004374;;;100%;100%;;100%
5038862004404;;;100%;100%;;100%
5038862005432;100%;100%;100%;100%;100%;100%
5038862005463;100%;100%;100%;100%;100%;100%
5038862009539;100%;100%;100%;100%;100%;100%
5038862010368;100%;100%;100%;100%;100%;100%
5038862130233;100%;100%;100%;100%;100%;100%
5038862130462;100%;100%;99%;100%;100%;100%
5038862130929;100%;100%;100%;100%;100%;100%
5038862131490;;;100%;100%;;100%
5038862133838;100%;100%;90%;100%;100%;100%
5038862134330;100%;100%;96%;100%;100%;100%
5038862134590;100%;100%;88%;100%;100%;100%
5038862134705;100%;100%;100%;100%;100%;100%
5038862134729;100%;100%;100%;100%;100%;100%
5038862135443;;;100%;100%;;100%
5038862136143;;;100%;100%;;100%
5038862136440;;;100%;100%;;100%
5038862136532;100%;100%;100%;100%;100%;100%
5038862137034;100%;100%;100%;100%;100%;100%
5038862137140;;;64%;64%;;64%
5038862137270;;;38%;38%;;38%
5038862138710;;;100%;100%;;100%
5038862139137;100%;100%;100%;100%;100%;100%
5038862160506;100%;100%;100%;100%;100%;100%
5038862161503;100%;95%;97%;100%;100%;100%
5038862162500;100%;100%;100%;100%;100%;100%
5038862162708;100%;100%;100%;100%;100%;100%
5038862164504;100%;100%;100%;100%;100%;100%
5038862165501;100%;100%;100%;100%;100%;100%
5038862166508;100%;100%;100%;100%;100%;100%
5038862167505;100%;100%;100%;100%;100%;100%
5038862362504;;75%;75%;75%;;75%
5038862364508;;100%;100%;100%;;100%
5038862432269;;;100%;100%;;100%
5038862433174;;;2%;2%;;2%
5038862438728;100%;100%;100%;100%;;100%
5050083296079;100%;100%;100%;100%;100%;100%
5050083425691;100%;100%;100%;100%;100%;100%
5050083516313;100%;99%;100%;100%;;100%
5050083535079;100%;100%;100%;100%;100%;100%
5050083542411;100%;97%;95%;100%;100%;100%
5050083739811;92%;95%;92%;92%;;92%
5052197001327;;100%;100%;100%;;100%
5052542000074;100%;100%;100%;100%;100%;100%
5053827101424;100%;100%;100%;100%;100%;100%
5053827110983;100%;99%;99%;100%;;100%
5053827111027;100%;100%;100%;100%;100%;100%
5053827135542;100%;100%;100%;100%;;100%
5053827156189;100%;95%;97%;100%;100%;100%
5053827156219;100%;92%;96%;100%;100%;100%
5053827157018;100%;100%;100%;100%;;100%
