CODE_FOURNISSEUR;NO_COMMANDE_FOURNISSEUR;CODE_RAYON;CLASSE_STOCKAGE;SITUATION_COMMANDE;DATE_COMMANDE;DATE_LIVRAISON;CDBASE;EAN;LIBELLÉ_ARTICLE;QUANTITE_CONFIRMEE;QUANTITE_COMMANDEE;Commande_Origine;Code_Famille;Libelle_Famille;Libelle_Rayon;Mod_pas_cde;Passage_Prolog;IFLS;DATE_RECEPTION;NUM_COMMANDE_EXTERNE;DATE_CREATION
509;1605301;1;1060;39;14/05/2025;15/05/2025;2142949;3560070048816;200G COOKIES NOUGATINE CRF;0;0;1605301;10;BISCUITS SUCRES;EPICERIE;P;1;618000;15/05/2025;;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;1095473;3229820134642;250ML SOJA CUISINE BIO BJORG;48;48;1606060;155;PRODUITS DIETETIQUES;EPICERIE;P;1;089148;17/05/2025;VP021069;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3746932;3560070328918;1KG COQUILLETTE P C CRF;60;60;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;762682;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3452346;3165430100007;750G SUCRE MCX DEMI ROND DADDY;16;16;1606021;115;SUCRES;EPICERIE;P;1;187854;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;3452346;3165430100007;750G SUCRE MCX DEMI ROND DADDY;0;16;1604147;115;SUCRES;EPICERIE;P;0;187854;13/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;4321677;3560070546848;500G PATES FARFALLE CRF CLASS;20;20;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;527929;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;5181520;3560070822294;1KG RIZ INCOLLAB 10 MIN CRF CL;70;70;1606021;80;LEGUMES SECS ET RIZ;EPICERIE;P;1;984130;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;5181520;3560070822294;1KG RIZ INCOLLAB 10 MIN CRF CL;20;20;1605301;80;LEGUMES SECS ET RIZ;EPICERIE;P;0;984130;15/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;5181520;3560070822294;1KG RIZ INCOLLAB 10 MIN CRF CL;0;0;1605301;80;LEGUMES SECS ET RIZ;EPICERIE;P;1;984130;15/05/2025;;15/05/2025 17:24:22
557;1606030;13;1080;39;15/05/2025;17/05/2025;5131614;3248830723431;1KG HACHI PARMENTIER MARIE;4;4;1606030;750;SURGELES;SURGELES / GLACES;P;1;713872;17/05/2025;VP022058;15/05/2025 17:24:22
557;1606112;13;1080;41;13/05/2025;15/05/2025;5131614;3248830723431;1KG HACHI PARMENTIER MARIE;8;8;1604654;750;SURGELES;SURGELES / GLACES;P;0;713872;15/05/2025;;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;3747000;3560070328857;500G COQUILLETTES QS CRF CLASS;72;72;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;0;762686;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3747000;3560070328857;500G COQUILLETTES QS CRF CLASS;24;24;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;762686;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3747000;3560070328857;500G COQUILLETTES QS CRF CLASS;0;0;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;1;762686;15/05/2025;;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;3747000;3560070328857;500G COQUILLETTES QS CRF CLASS;0;24;1604147;75;PATES ALIMENTAIRES;EPICERIE;P;0;762686;13/05/2025;;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;3747337;3560070329120;500G CHEVEUX D ANGE QS CRF CLA;18;18;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;0;867172;15/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3747337;3560070329120;500G CHEVEUX D ANGE QS CRF CLA;0;0;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;1;867172;15/05/2025;;15/05/2025 17:24:22
509;1606445;1;1060;41;14/05/2025;15/05/2025;3747309;3560070328826;500G TORSADES CRF CLASSIC;72;72;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;0;762740;15/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3747309;3560070328826;500G TORSADES CRF CLASSIC;0;0;1605301;75;PATES ALIMENTAIRES;EPICERIE;P;1;762740;15/05/2025;;15/05/2025 17:24:22
691;1606573;15;1070;41;14/05/2025;16/05/2025;5035710;3184670006627;2X120G P COTTA FRTS RGES RIANS;30;30;1605320;826;DESSERTS;ULTRA-FRAIS;P;0;835226;16/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;5035710;3184670006627;2X120G P COTTA FRTS RGES RIANS;0;0;1605320;826;DESSERTS;ULTRA-FRAIS;P;1;835226;16/05/2025;SF130525;15/05/2025 17:24:22
522;1605650;2;1060;41;13/05/2025;15/05/2025;432424;3245390020314;75CL CIDRE DOUX 2 5  RDF;12;12;1604651;240;BIERES ET CIDRES;LIQUIDES;P;0;116046;15/05/2025;;15/05/2025 17:24:22
691;1606042;14;1070;39;15/05/2025;17/05/2025;48950;3354599571005;250G PL BEUR BELLEV DX GD FERM;40;40;1606042;770;BEURRE;CREMERIE FROMAGE LS;P;1;448359;17/05/2025;SF140525;15/05/2025 17:24:22
557;1606030;13;1080;39;15/05/2025;17/05/2025;5867698;3599741001911;440G 4 DOS CABILLAUD FIND MSC;8;8;1606030;750;SURGELES;SURGELES / GLACES;P;1;552820;17/05/2025;VP022058;15/05/2025 17:24:22
557;1605310;13;1080;39;14/05/2025;16/05/2025;5867698;3599741001911;440G 4 DOS CABILLAUD FIND MSC;8;8;1605310;750;SURGELES;SURGELES / GLACES;P;1;552820;16/05/2025;SF130525;15/05/2025 17:24:22
557;1606112;13;1080;41;13/05/2025;15/05/2025;5867698;3599741001911;440G 4 DOS CABILLAUD FIND MSC;0;8;1604654;750;SURGELES;SURGELES / GLACES;P;0;552820;15/05/2025;;15/05/2025 17:24:22
691;1606042;17;1070;39;15/05/2025;17/05/2025;5946573;7613035648463;390G PATE PIZZA FINE RECT HERT;50;50;1606042;855;TRAITEUR LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;1;190572;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606181;17;1070;39;15/05/2025;17/05/2025;5946573;7613035648463;390G PATE PIZZA FINE RECT HERT;360;360;0;855;TRAITEUR LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;0;190572;17/05/2025;VP020048;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;112804;8076808140325;500G COQUILLETTES BARILLA;0;256;1604645;75;PATES ALIMENTAIRES;EPICERIE;P;0;215991;14/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;112804;8076808140325;500G COQUILLETTES BARILLA;160;160;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;215991;16/05/2025;VP021074;15/05/2025 17:24:22
509;1600228;1;1060;39;03/05/2025;20/05/2025;112804;8076808140325;500G COQUILLETTES BARILLA;48;0;0;75;PATES ALIMENTAIRES;EPICERIE;P;0;215991;20/05/2025;VP021074;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;5146543;3017800207901;440G HARIC VRT XF RANGE DAUCY;48;48;1606021;130;CONSERVES DE LEGUMES;EPICERIE;P;1;238162;16/05/2025;VP021074;15/05/2025 17:24:22
557;1605310;13;1080;39;14/05/2025;16/05/2025;5131663;3248830723486;1KG LASAGNES BOLO MARIE;4;4;1605310;750;SURGELES;SURGELES / GLACES;P;1;713928;16/05/2025;SF130525;15/05/2025 17:24:22
557;1606112;13;1080;41;13/05/2025;15/05/2025;5131663;3248830723486;1KG LASAGNES BOLO MARIE;4;4;1604654;750;SURGELES;SURGELES / GLACES;P;0;713928;15/05/2025;;15/05/2025 17:24:22
794;1605861;1;1060;41;03/05/2025;15/05/2025;5716655;3229820791845;25CL BIO SOJA CUISINE SEMI EPA;0;48;1604682;155;PRODUITS DIETETIQUES;EPICERIE;P;0;089139;15/05/2025;;15/05/2025 17:24:22
691;1606042;8;1070;39;15/05/2025;17/05/2025;1083941;3270190021865;200G COEUR LAITUE CARREFOUR;48;48;1606042;646;4 EME GAMME;FRUITS ET LEGUMES;P;1;524866;17/05/2025;SF140525;15/05/2025 17:24:22
691;1605320;8;1070;39;14/05/2025;16/05/2025;1083941;3270190021865;200G COEUR LAITUE CARREFOUR;24;24;1605320;646;4 EME GAMME;FRUITS ET LEGUMES;P;1;524866;16/05/2025;SF130525;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;2314276;8076809525435;1KG CAPELLINI BARILLA;0;360;1604645;75;PATES ALIMENTAIRES;EPICERIE;P;0;216101;14/05/2025;;15/05/2025 17:24:22
509;1600228;1;1060;39;03/05/2025;20/05/2025;2314276;8076809525435;1KG CAPELLINI BARILLA;84;0;0;75;PATES ALIMENTAIRES;EPICERIE;P;0;216101;20/05/2025;VP021074;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3844751;3560070369690;370G CONFITURE FRAISE CRF ORIG;30;30;1606021;120;CONFITURES;EPICERIE;P;1;069747;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;3844751;3560070369690;370G CONFITURE FRAISE CRF ORIG;30;30;1605301;120;CONFITURES;EPICERIE;P;0;069747;15/05/2025;;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;3844751;3560070369690;370G CONFITURE FRAISE CRF ORIG;0;30;1604645;120;CONFITURES;EPICERIE;P;0;069747;14/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;3844751;3560070369690;370G CONFITURE FRAISE CRF ORIG;0;0;1605301;120;CONFITURES;EPICERIE;P;1;069747;15/05/2025;;15/05/2025 17:24:22
794;1605151;1;1060;39;13/05/2025;20/05/2025;4581378;7622300718435;LOT 6X100G MILKA RIZ FAMILIAL;140;140;0;40;CHOCOLATS TABLETTE 5.5;EPICERIE;P;0;150085;20/05/2025;VP022037;15/05/2025 17:24:22
794;1605142;1;1060;39;13/05/2025;21/05/2025;4583683;7622300692506;6X100G MILKA LAIT FAMILIAL;500;500;0;40;CHOCOLATS TABLETTE 5.5;EPICERIE;P;0;166084;21/05/2025;VP022037;15/05/2025 17:24:22
794;1605149;1;1060;39;13/05/2025;27/05/2025;4583683;7622300692506;6X100G MILKA LAIT FAMILIAL;125;0;0;40;CHOCOLATS TABLETTE 5.5;EPICERIE;P;0;166084;27/05/2025;VP022037;15/05/2025 17:24:22
794;1605094;1;1060;41;28/04/2025;14/05/2025;3410975;3276650036073;1KG LENTILLE BLDE 6MM SAMIA;0;15;1604185;166;ETHNIQUE;EPICERIE;P;0;241114;14/05/2025;;15/05/2025 17:24:22
557;1606112;13;1080;41;13/05/2025;15/05/2025;5867701;3599741001843;440G 4FLT SAUMON SAUV FIND MSC;0;8;1604654;750;SURGELES;SURGELES / GLACES;P;0;552823;15/05/2025;;15/05/2025 17:24:22
509;1600228;1;1060;39;03/05/2025;20/05/2025;112805;8076800195019;PQ 500G CAPELLINI BARILLA;48;0;0;75;PATES ALIMENTAIRES;EPICERIE;P;0;215049;20/05/2025;VP021074;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;112807;8076808150072;500G SPAGHETTONI BARILLA;96;96;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;216020;16/05/2025;VP021074;15/05/2025 17:24:22
794;1605094;1;1060;41;28/04/2025;14/05/2025;3493913;3245414145238;4/4 SAUCISSE LENTI CUISI CRF C;0;24;1604185;145;PLATS CUISINES;EPICERIE;P;0;430783;14/05/2025;;15/05/2025 17:24:22
794;1605861;1;1060;41;13/05/2025;15/05/2025;3493913;3245414145238;4/4 SAUCISSE LENTI CUISI CRF C;36;36;1604682;145;PLATS CUISINES;EPICERIE;P;0;430783;15/05/2025;;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;3493913;3245414145238;4/4 SAUCISSE LENTI CUISI CRF C;48;48;1606060;145;PLATS CUISINES;EPICERIE;P;1;430783;17/05/2025;VP021069;15/05/2025 17:24:22
557;1606112;13;1080;41;13/05/2025;15/05/2025;4604787;3248830720225;900G PENNE SAUMON MARIE;8;8;1604654;750;SURGELES;SURGELES / GLACES;P;0;243036;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3013532;3174660084414;750G POUDRE DPK BLONVILLIERS;18;18;1606021;115;SUCRES;EPICERIE;P;1;385755;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;5855688;8005110175718;2X400G PULPE MORCX BIO MUTTI;0;0;1605301;90;SAUCES ET CONDIMENTS;EPICERIE;P;1;489308;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;5855688;8005110175718;2X400G PULPE MORCX BIO MUTTI;18;18;1606021;90;SAUCES ET CONDIMENTS;EPICERIE;P;1;489308;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;5855688;8005110175718;2X400G PULPE MORCX BIO MUTTI;18;18;1605301;90;SAUCES ET CONDIMENTS;EPICERIE;P;0;489308;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;5707393;7622210449283;300G PRINCE CHOCOLAT LU;24;24;1606021;10;BISCUITS SUCRES;EPICERIE;P;1;813867;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605301;3;1060;39;14/05/2025;15/05/2025;5920150;5410091698331;BLC WC DUOPACK OCEAN BREF;0;0;1605301;320;PRODUITS D'ENTRETIEN & DIVERS;D.P.H.;P;1;H14079;15/05/2025;;15/05/2025 17:24:22
509;1606021;3;1060;39;15/05/2025;16/05/2025;5920150;5410091698331;BLC WC DUOPACK OCEAN BREF;0;0;1606021;320;PRODUITS D'ENTRETIEN & DIVERS;D.P.H.;P;1;H14079;16/05/2025;VP021074;15/05/2025 17:24:22
522;1606494;2;1060;41;14/05/2025;16/05/2025;2907060;3560070155811;6X20CL JUS ABC ORANGE CRF;12;12;1605307;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;508178;16/05/2025;;15/05/2025 17:24:22
522;1606027;2;1060;39;15/05/2025;17/05/2025;2907060;3560070155811;6X20CL JUS ABC ORANGE CRF;12;12;1606027;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;1;508178;17/05/2025;VP021074;15/05/2025 17:24:22
522;1605650;2;1060;41;13/05/2025;15/05/2025;2907060;3560070155811;6X20CL JUS ABC ORANGE CRF;16;16;1604651;245;SODAS,BOISS.FRUITS&JUS FRUITS;LIQUIDES;P;0;508178;15/05/2025;;15/05/2025 17:24:22
691;1606040;8;1070;39;15/05/2025;20/05/2025;2243077;3524130003177;200G OLIVE DENOYAUTEE HERBES;36;36;1606040;646;4 EME GAMME;FRUITS ET LEGUMES;P;1;794666;20/05/2025;SF140525;15/05/2025 17:24:22
691;1604664;8;1070;39;13/05/2025;16/05/2025;2243077;3524130003177;200G OLIVE DENOYAUTEE HERBES;72;72;1604664;646;4 EME GAMME;FRUITS ET LEGUMES;P;1;794666;16/05/2025;NF130525;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3747028;3560070329038;1KG PATES FUSILLI QS CRF CLASS;12;12;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;762697;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;5615422;3560070966783;4X90G  GRD POM POIR SSA CRF CL;32;32;1606021;120;CONFITURES;EPICERIE;P;1;505709;16/05/2025;VP021074;15/05/2025 17:24:22
509;1600228;1;1060;39;03/05/2025;20/05/2025;5615422;3560070966783;4X90G  GRD POM POIR SSA CRF CL;32;32;0;120;CONFITURES;EPICERIE;P;0;505709;20/05/2025;VP021074;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;5901145;3168930009917;120G CHIPS GIANT LAYS;24;24;1606021;70;CHIPS;EPICERIE;P;1;695163;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;4649408;3560070718450;105G CRACKERS EMMENTAL CRF CLA;48;48;1606021;100;TOUT POUR L'APERITIF;EPICERIE;P;1;761805;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;4649408;3560070718450;105G CRACKERS EMMENTAL CRF CLA;0;48;1604147;100;TOUT POUR L'APERITIF;EPICERIE;P;0;761805;13/05/2025;;15/05/2025 17:24:22
691;1606042;17;1070;39;15/05/2025;17/05/2025;5557408;3449865240898;100G MINI BB NAT C10P J BRIDOU;84;84;1606042;850;CHARCUTERIE LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;1;413703;17/05/2025;SF140525;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;159921;3184260104085;1/2 CUBES TOMATE CABANON;0;0;1605301;130;CONSERVES DE LEGUMES;EPICERIE;P;1;210046;15/05/2025;;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;159921;3184260104085;1/2 CUBES TOMATE CABANON;36;36;1605301;130;CONSERVES DE LEGUMES;EPICERIE;P;0;210046;15/05/2025;;15/05/2025 17:24:22
691;1606573;17;1071;41;13/05/2025;16/05/2025;37333;3071501495210;250G SAUCISSON PP COCHONOU;12;0;1605320;850;CHARCUTERIE LIBRE-SERVICE;CHARCUTERIE / TRAITEUR L.S.;P;0;456186;16/05/2025;;15/05/2025 17:24:22
794;1606060;3;1060;39;15/05/2025;17/05/2025;3424346;3178040661950;75ML DENT PROT CPLTE BIO VADEM;48;48;1606060;286;DENTAIRE;D.P.H.;P;1;251787;17/05/2025;VP021069;15/05/2025 17:24:22
509;1605114;3;1060;41;10/05/2025;12/05/2025;1996753;3133200161565;ET 15X9 MOUCH MENTHOL LOTUS;0;21;1604147;300;HYGIENE;D.P.H.;P;0;576770;13/05/2025;;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;5548882;3560070966639;4X90G GRDE FRAISE SSA CRF CLAS;0;288;1604645;120;CONFITURES;EPICERIE;P;0;622254;14/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;5548882;3560070966639;4X90G GRDE FRAISE SSA CRF CLAS;32;32;1606021;120;CONFITURES;EPICERIE;P;1;622254;16/05/2025;VP021074;15/05/2025 17:24:22
509;1600228;1;1060;39;03/05/2025;20/05/2025;5548882;3560070966639;4X90G GRDE FRAISE SSA CRF CLAS;64;0;0;120;CONFITURES;EPICERIE;P;0;622254;20/05/2025;VP021074;15/05/2025 17:24:22
794;1606060;3;1060;39;15/05/2025;17/05/2025;5155558;3141380054911;560ML DCHE HLE NOUR ARGAN COTT;0;0;1606060;285;SOINS ET BEAUTE DU CORPS;D.P.H.;P;1;644009;17/05/2025;VP021069;15/05/2025 17:24:22
691;1606039;14;1070;39;15/05/2025;19/05/2025;5554434;3023260029656;300G BOCAL TMTE ROMAR  SALAKIS;18;18;1606039;795;FROMAGE LIBRE-SERVICE;CREMERIE FROMAGE LS;P;1;267128;19/05/2025;SF140525;15/05/2025 17:24:22
691;1604664;14;1070;39;13/05/2025;16/05/2025;5554434;3023260029656;300G BOCAL TMTE ROMAR  SALAKIS;0;0;1604664;795;FROMAGE LIBRE-SERVICE;CREMERIE FROMAGE LS;P;1;267128;16/05/2025;NF130525;15/05/2025 17:24:22
691;1606573;14;1070;41;13/05/2025;16/05/2025;5554434;3023260029656;300G BOCAL TMTE ROMAR  SALAKIS;6;6;1605320;795;FROMAGE LIBRE-SERVICE;CREMERIE FROMAGE LS;P;0;267128;16/05/2025;;15/05/2025 17:24:22
794;1605861;3;1060;41;03/05/2025;15/05/2025;5636903;3560070957477;1L BAIN MOUSSANT PECHE CRF SFT;0;16;1604682;285;SOINS ET BEAUTE DU CORPS;D.P.H.;P;0;979260;15/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;1191441;5000161021710;1 5KG ONE ADULTE POISSON;6;6;1606021;161;PRODUITS CHATS;EPICERIE;P;1;080956;16/05/2025;VP021074;15/05/2025 17:24:22
691;1606042;14;1070;39;15/05/2025;17/05/2025;843409;3270190020165;250G CAMEMBERT CRF CLASSIC;60;60;1606042;795;FROMAGE LIBRE-SERVICE;CREMERIE FROMAGE LS;P;1;522614;17/05/2025;SF140525;15/05/2025 17:24:22
691;1606039;14;1070;39;15/05/2025;19/05/2025;3713115;3023260025825;300G BOCAL SALAKI BASILIC;30;30;1606039;795;FROMAGE LIBRE-SERVICE;CREMERIE FROMAGE LS;P;1;874048;19/05/2025;SF140525;15/05/2025 17:24:22
691;1606573;14;1070;41;13/05/2025;16/05/2025;3713115;3023260025825;300G BOCAL SALAKI BASILIC;12;12;1605320;795;FROMAGE LIBRE-SERVICE;CREMERIE FROMAGE LS;P;0;874048;16/05/2025;;15/05/2025 17:24:22
691;1604664;14;1070;39;13/05/2025;16/05/2025;3713115;3023260025825;300G BOCAL SALAKI BASILIC;0;0;1604664;795;FROMAGE LIBRE-SERVICE;CREMERIE FROMAGE LS;P;1;874048;16/05/2025;NF130525;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;152413;3068110703232;1KG BTE BLE SUPREME FRANCINE;0;20;1604147;65;FARINES ET ASSIMILES;EPICERIE;P;0;101002;13/05/2025;;15/05/2025 17:24:22
509;1605301;1;1060;39;14/05/2025;15/05/2025;152413;3068110703232;1KG BTE BLE SUPREME FRANCINE;0;0;1605301;65;FARINES ET ASSIMILES;EPICERIE;P;1;101002;15/05/2025;;15/05/2025 17:24:22
509;1606310;1;1060;41;14/05/2025;15/05/2025;152413;3068110703232;1KG BTE BLE SUPREME FRANCINE;10;10;1605301;65;FARINES ET ASSIMILES;EPICERIE;P;0;101002;15/05/2025;;15/05/2025 17:24:22
691;1605320;15;1070;39;14/05/2025;16/05/2025;843805;3270190023975;BRK 1L PJ ORANGE A/PULP CRF EX;48;48;1605320;831;JUS ET NECTAR DE FRUITS FRAIS;ULTRA-FRAIS;P;1;121487;16/05/2025;SF130525;15/05/2025 17:24:22
794;1605861;3;1060;41;13/05/2025;15/05/2025;2271143;3140100143096;250ML SH STOP PELL NORM P HAHN;36;36;1604682;280;SOINS ET BEAUTE DE CHEVELURE;D.P.H.;P;0;426652;15/05/2025;;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;3089854;3560070218295;1L VELOUTE POTIRON CRF CLASSIC;0;16;1604147;85;POTAGES ET BOUILLONS;EPICERIE;P;0;107820;13/05/2025;;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;3791064;3017760719490;260G GOURM GOUT BRIOCHE PELLET;16;16;1606021;5;PANIFICATION SECHE;EPICERIE;P;1;266710;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;3791064;3017760719490;260G GOURM GOUT BRIOCHE PELLET;0;16;1604147;5;PANIFICATION SECHE;EPICERIE;P;0;266710;13/05/2025;;15/05/2025 17:24:22
509;1606310;3;1060;41;14/05/2025;15/05/2025;4758041;5410036501016;48 TABLETTES CALGON;20;20;1605301;315;PRODUITS DE LAVAGE;D.P.H.;P;0;937901;15/05/2025;;15/05/2025 17:24:22
509;1605301;3;1060;39;14/05/2025;15/05/2025;4758041;5410036501016;48 TABLETTES CALGON;0;0;1605301;315;PRODUITS DE LAVAGE;D.P.H.;P;1;937901;15/05/2025;;15/05/2025 17:24:22
509;1606622;3;1064;41;14/05/2025;15/05/2025;4959146;3560070809981;X4 ET 3P BLC ULTRA ABSO CRF ES;0;0;1605298;310;PAPIERS MENAGERS;D.P.H.;P;0;K34200;15/05/2025;;15/05/2025 17:24:22
509;1605824;3;1064;39;14/05/2025;15/05/2025;4959146;3560070809981;X4 ET 3P BLC ULTRA ABSO CRF ES;120;120;1605298;310;PAPIERS MENAGERS;D.P.H.;P;0;K34200;15/05/2025;;15/05/2025 17:24:22
509;1606021;3;1060;39;15/05/2025;16/05/2025;4387398;3560070219988;32X TAMPO DIGIT  NORMAL CRF SF;40;40;1606021;300;HYGIENE;D.P.H.;P;1;773646;16/05/2025;VP021074;15/05/2025 17:24:22
509;1606021;3;1060;39;15/05/2025;16/05/2025;4644051;3450601013638;740ML SPRAY SALLE DE BAIN A V;20;20;1606021;320;PRODUITS D'ENTRETIEN & DIVERS;D.P.H.;P;1;505596;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;3;1060;41;10/05/2025;12/05/2025;4644051;3450601013638;740ML SPRAY SALLE DE BAIN A V;0;20;1604147;320;PRODUITS D'ENTRETIEN & DIVERS;D.P.H.;P;0;505596;13/05/2025;;15/05/2025 17:24:22
794;1605151;1;1060;39;13/05/2025;20/05/2025;5833105;7622210991140;LT3X100G DAIM OPE MKA;60;60;0;40;CHOCOLATS TABLETTE 5.5;EPICERIE;P;0;353662;20/05/2025;VP022037;15/05/2025 17:24:22
509;1606021;1;1060;39;15/05/2025;16/05/2025;21179;3038350025005;CEL 1KG SPAGHETTI PANZANI;12;12;1606021;75;PATES ALIMENTAIRES;EPICERIE;P;1;111241;16/05/2025;VP021074;15/05/2025 17:24:22
509;1605114;1;1060;41;10/05/2025;12/05/2025;21179;3038350025005;CEL 1KG SPAGHETTI PANZANI;0;42;1604147;75;PATES ALIMENTAIRES;EPICERIE;P;0;111241;13/05/2025;;15/05/2025 17:24:22
749;1606294;11;1070;39;15/05/2025;17/05/2025;2420310;3571492180008;BQ BRANDADE A LA MORUE 650G;12;12;0;719;POISSON DIVERS TRAD.;POISSONNERIE;E;1;221941;17/05/2025;;15/05/2025 17:24:22
509;1605671;1;1060;41;28/04/2025;14/05/2025;551248;8076800195057;500G SPAGHETTI BARILLA;0;576;1604645;75;PATES ALIMENTAIRES;EPICERIE;P;0;215059;14/05/2025;;15/05/2025 17:24:22
509;1600228;1;1060;39;03/05/2025;20/05/2025;551248;8076800195057;500G SPAGHETTI BARILLA;120;120;0;75;PATES ALIMENTAIRES;EPICERIE;P;0;215059;20/05/2025;VP021074;15/05/2025 17:24:22
794;1605094;1;1060;41;28/04/2025;14/05/2025;4769967;3560070762101;42G POIVRE NOIR MOULU CRF CLA;0;72;1604185;95;SELS, POIVRES ET EPICES;EPICERIE;P;0;271976;14/05/2025;;15/05/2025 17:24:22
794;1606060;1;1060;39;15/05/2025;17/05/2025;4769967;3560070762101;42G POIVRE NOIR MOULU CRF CLA;72;72;1606060;95;SELS, POIVRES ET EPICES;EPICERIE;P;1;271976;17/05/2025;VP021069;15/05/2025 17:24:22
