N° Rayon;Libellé Rayon;N° Famille;Libellé Famille;N° Sous-Famille;Libellé Sous-Famille;Facteur;Date suppression
12;PARFUMERIE HYGIENE;1224;COLORATION;12245;COLORATION CHEVEUX BLANCS;100%;
12;PARFUMERIE HYGIENE;1224;COLORATION;12246;AUTRES COLORATIONS;100%;
12;PARFUMERIE HYGIENE;1224;COLORATION;12247;MISE EN PLIS;100%;
12;PARFUMERIE HYGIENE;1230;MAQUILLAGE;12300;FONDS DE TEINT;100%;
12;PARFUMERIE HYGIENE;1230;MAQUILLAGE;12301;CRAYONS;100%;
12;PARFUMERIE HYGIENE;1230;MAQUILLAGE;12302;FARDS;100%;
12;PARFUMERIE HYGIENE;1230;MAQUILLAGE;12303;MASCARAS;100%;
12;PARFUMERIE HYGIENE;1230;MAQUILLAGE;12304;VERNIS SOINS DES ONGLES;100%;
12;PARFUMERIE HYGIENE;1230;MAQUILLAGE;12305;CONTOUR ET ROUGE A LEVRES;100%;
12;PARFUMERIE HYGIENE;1230;MAQUILLAGE;12306;ACCESSOIRES MAQUILLAGE;100%;
12;PARFUMERIE HYGIENE;1230;MAQUILLAGE;12307;DISSOLVANTS;100%;
12;PARFUMERIE HYGIENE;1230;MAQUILLAGE;12308;MAQUILLAGE CORPS;100%;
12;PARFUMERIE HYGIENE;1231;PARFUMERIE ALCOOLIQUE;12310;EAUX DE COLOGNE;100%;
12;PARFUMERIE HYGIENE;1231;PARFUMERIE ALCOOLIQUE;12311;EAUX DE TOILETTE FEMME;100%;
12;PARFUMERIE HYGIENE;1231;PARFUMERIE ALCOOLIQUE;12312;ATO EAU DE TOILETTE DEO;100%;
12;PARFUMERIE HYGIENE;1231;PARFUMERIE ALCOOLIQUE;12313;EAU DE TOILETTE ENFANTS;100%;
12;PARFUMERIE HYGIENE;1232;DEODORANTS;12320;STICKS;100%;
12;PARFUMERIE HYGIENE;1232;DEODORANTS;12321;ATOMISEUR CLASSIQUE;100%;
12;PARFUMERIE HYGIENE;1232;DEODORANTS;12322;ATOMISEUR PARFUMANT;100%;
12;PARFUMERIE HYGIENE;1232;DEODORANTS;12323;DEODO.BILLE;100%;
12;PARFUMERIE HYGIENE;1232;DEODORANTS;12324;DEODO.CREME;100%;
12;PARFUMERIE HYGIENE;1232;DEODORANTS;12325;DEODO.CONTACT DIVERS;100%;
12;PARFUMERIE HYGIENE;1233;BROSSERIE ET ACCESSOIRES;12330;BROSSES A CHEVEUX;100%;
12;PARFUMERIE HYGIENE;1233;BROSSERIE ET ACCESSOIRES;12331;PEIGNES;100%;
12;PARFUMERIE HYGIENE;1233;BROSSERIE ET ACCESSOIRES;12332;BIGOUDIS / EPINGLES;100%;
12;PARFUMERIE HYGIENE;1233;BROSSERIE ET ACCESSOIRES;12333;ORNEMENTS ADULTE;100%;
12;PARFUMERIE HYGIENE;1233;BROSSERIE ET ACCESSOIRES;12334;ORNEMENTS ENFANT;100%;
12;PARFUMERIE HYGIENE;1233;BROSSERIE ET ACCESSOIRES;12335;TROUSSE, ACCESS TOILETTE;100%;
12;PARFUMERIE HYGIENE;1240;SOINS DU VISAGE;12400;LAITS DEMAQUILLANTS;100%;
12;PARFUMERIE HYGIENE;1240;SOINS DU VISAGE;12401;AUTRES DEMAQUILLANTS;100%;
12;PARFUMERIE HYGIENE;1240;SOINS DU VISAGE;12402;TONIQUES;100%;
12;PARFUMERIE HYGIENE;1240;SOINS DU VISAGE;12403;MASQUES;100%;
12;PARFUMERIE HYGIENE;1240;SOINS DU VISAGE;12404;GOMMAGES STRIPS;100%;
12;PARFUMERIE HYGIENE;1240;SOINS DU VISAGE;12405;ANTIBACTERIEN;100%;
12;PARFUMERIE HYGIENE;1240;SOINS DU VISAGE;12406;SOINS JOURS GENERALISTES;100%;
12;PARFUMERIE HYGIENE;1240;SOINS DU VISAGE;12407;SOINS SPECIFIQUES VISAGE;100%;
12;PARFUMERIE HYGIENE;1240;SOINS DU VISAGE;12408;LINGETTES DEMAQUILLANTES;100%;
12;PARFUMERIE HYGIENE;1241;SOINS DU CORPS;12410;CREMES TOUS USAGES;100%;
12;PARFUMERIE HYGIENE;1241;SOINS DU CORPS;12411;LAITS;100%;
12;PARFUMERIE HYGIENE;1241;SOINS DU CORPS;12412;HUILES EAUX TONIQUES;100%;
12;PARFUMERIE HYGIENE;1241;SOINS DU CORPS;12413;DEPILATOIRES;100%;
12;PARFUMERIE HYGIENE;1241;SOINS DU CORPS;12414;AMINCISSANTS;100%;
12;PARFUMERIE HYGIENE;1241;SOINS DU CORPS;12415;SOINS SPECIFIQUES;100%;
12;PARFUMERIE HYGIENE;1241;SOINS DU CORPS;12416;GOMMAGE;100%;
12;PARFUMERIE HYGIENE;1241;SOINS DU CORPS;12417;SOIN LEVRES;100%;
12;PARFUMERIE HYGIENE;1241;SOINS DU CORPS;12418;BRUMISATEURS;100%;
12;PARFUMERIE HYGIENE;1242;SOINS DES MAINS;12420;CREMES MAINS;100%;
12;PARFUMERIE HYGIENE;1242;SOINS DES MAINS;12421;MANUCURE ACCESSOIRES;100%;
12;PARFUMERIE HYGIENE;1243;SOINS DES PIEDS;12430;PRODUITS DE SOINS;100%;
12;PARFUMERIE HYGIENE;1243;SOINS DES PIEDS;12431;ACCESSOIRES PODOLOGIE;100%;
12;PARFUMERIE HYGIENE;1244;PRODUITS SOLAIRES;12440;PRODUITS SOLAIRES ETE;100%;
12;PARFUMERIE HYGIENE;1244;PRODUITS SOLAIRES;12441;PRODUITS SOLAIRES HIV;100%;
12;PARFUMERIE HYGIENE;1244;PRODUITS SOLAIRES;12442;AUTOBRONZANTS;100%;
12;PARFUMERIE HYGIENE;1244;PRODUITS SOLAIRES;12443;APRES SOLEIL;100%;
12;PARFUMERIE HYGIENE;1245;INSECTIFUGES;12450;INSECTIFUGE (CITRONNELLE);100%;
12;PARFUMERIE HYGIENE;1250;TOILETTE HOMME;12500;SHAMPOOINGS HOMME;100%;
12;PARFUMERIE HYGIENE;1250;TOILETTE HOMME;12501;DOUCHES HOMME;100%;
12;PARFUMERIE HYGIENE;1250;TOILETTE HOMME;12502;LOTIONS CAPILLAIRES;100%;
12;PARFUMERIE HYGIENE;1250;TOILETTE HOMME;12503;SOINS ANTICHUTE;100%;
12;PARFUMERIE HYGIENE;1250;TOILETTE HOMME;12504;COLORATION HOMME;100%;
12;PARFUMERIE HYGIENE;1250;TOILETTE HOMME;12505;COIFFANTS HOMME;100%;
12;PARFUMERIE HYGIENE;1250;TOILETTE HOMME;12506;SOINS HOMMES;100%;
12;PARFUMERIE HYGIENE;1251;RASAGE;12510;LAMES HOMMES;100%;
12;PARFUMERIE HYGIENE;1251;RASAGE;12511;RASOIRS HOMMES;100%;
12;PARFUMERIE HYGIENE;1251;RASAGE;12512;JETABLES HOMMES;100%;
12;PARFUMERIE HYGIENE;1251;RASAGE;12513;ACCESSOIRES;100%;
12;PARFUMERIE HYGIENE;1251;RASAGE;12514;MOUSSE A RASER;100%;
12;PARFUMERIE HYGIENE;1251;RASAGE;12515;GEL A RASER;100%;
12;PARFUMERIE HYGIENE;1251;RASAGE;12516;LAMES + RASOIRS FEMININ;100%;
12;PARFUMERIE HYGIENE;1251;RASAGE;12517;JETABLES FEMININ;100%;
12;PARFUMERIE HYGIENE;1251;RASAGE;12518;PREPARATION RASAGE FEMININ;100%;
12;PARFUMERIE HYGIENE;1252;PDS AP RASAGE, E DE T HOMME;12520;LOTION APRES RASAGE;100%;
12;PARFUMERIE HYGIENE;1252;PDS AP RASAGE, E DE T HOMME;12521;BAUMES APRES RASAGE;100%;
12;PARFUMERIE HYGIENE;1252;PDS AP RASAGE, E DE T HOMME;12522;SOINS APRES RASAGE;100%;
12;PARFUMERIE HYGIENE;1252;PDS AP RASAGE, E DE T HOMME;12523;EAUX DE TOILETTE HOMME;100%;
12;PARFUMERIE HYGIENE;1253;DEODORANTS;12530;STICKS GELS HOMME;100%;
12;PARFUMERIE HYGIENE;1253;DEODORANTS;12531;STICKS CREME HOMME;100%;
12;PARFUMERIE HYGIENE;1253;DEODORANTS;12532;BILLE HOMME;100%;
12;PARFUMERIE HYGIENE;1253;DEODORANTS;12534;ATOMISEUR EFFICACITE HOMME;100%;
12;PARFUMERIE HYGIENE;1253;DEODORANTS;12535;ATOMISEUR PARFUMANT HOMME;100%;
12;PARFUMERIE HYGIENE;1253;DEODORANTS;12536;ATO PARFUMANT SIGNATURE HOMME;100%;
12;PARFUMERIE HYGIENE;1260;PANSEMENT ET COMPLEMENTS;12600;PANSEMENTS;100%;
12;PARFUMERIE HYGIENE;1260;PANSEMENT ET COMPLEMENTS;12601;LIQUIDES DESINFECTANTS;100%;
12;PARFUMERIE HYGIENE;1260;PANSEMENT ET COMPLEMENTS;12602;GAZES;100%;
12;PARFUMERIE HYGIENE;1260;PANSEMENT ET COMPLEMENTS;12603;TROUSSES SECOURS;100%;
12;PARFUMERIE HYGIENE;1260;PANSEMENT ET COMPLEMENTS;12604;CREMES PARAPHARMACIE;100%;
12;PARFUMERIE HYGIENE;1260;PANSEMENT ET COMPLEMENTS;12605;AUTRES INGERABLES;100%;
12;PARFUMERIE HYGIENE;1260;PANSEMENT ET COMPLEMENTS;12606;MATERIELS PARAPHARMACI;100%;
12;PARFUMERIE HYGIENE;1261;COMPLEMENTS ALIMENTAIRES;12610;VITAMINE C;100%;
12;PARFUMERIE HYGIENE;1261;COMPLEMENTS ALIMENTAIRES;12611;PRODUITS AUX PLANTES;100%;
12;PARFUMERIE HYGIENE;1261;COMPLEMENTS ALIMENTAIRES;12612;MULTIVITAMINE ET MINERAUX;100%;
12;PARFUMERIE HYGIENE;1261;COMPLEMENTS ALIMENTAIRES;12613;PLANTE VITAMINES MINERAUX;100%;
12;PARFUMERIE HYGIENE;1298;CAISSE RAYON 12;12989;CAISSE RAYON 12;100%;
12;PARFUMERIE HYGIENE;1299;GESTION METIER PARFUMERIE;12997;COMMANDES PARFUMERIE;100%;
12;PARFUMERIE HYGIENE;1299;GESTION METIER PARFUMERIE;12998;EMBALLAGE PARFUMERIE;100%;
12;PARFUMERIE HYGIENE;1299;GESTION METIER PARFUMERIE;12999;REMBOURSEMENT PARFUMERIE;100%;
14;EPICERIE;1400;PANIFICATION;14000;BISCOTTE NORMALE, REGIME;100%;
14;EPICERIE;1400;PANIFICATION;14001;EXTRUDES;100%;
14;EPICERIE;1400;PANIFICATION;14002;TOASTS;100%;
14;EPICERIE;1400;PANIFICATION;14003;PAINS GRILLES, BRAISES;100%;
14;EPICERIE;1400;PANIFICATION;14004;PAINS TYPE SUEDOIS;100%;
14;EPICERIE;1400;PANIFICATION;14005;SPECIALITES;100%;
14;EPICERIE;1401;CEREALES ET BARRES;14010;CEREALES POUR ENFANTS;100%;
14;EPICERIE;1401;CEREALES ET BARRES;14011;CEREALES POUR LA FAMILLE;100%;
14;EPICERIE;1401;CEREALES ET BARRES;14012;CEREALES POUR ADULTES;100%;
14;EPICERIE;1401;CEREALES ET BARRES;14013;CEREALES SANTE;100%;
14;EPICERIE;1401;CEREALES ET BARRES;14014;CEREALES A CUIRE;100%;
14;EPICERIE;1401;CEREALES ET BARRES;14015;BARRES CEREALIERES;100%;
14;EPICERIE;1402;CONFITURES;14020;CONFITURE ABRICOTS;100%;
14;EPICERIE;1402;CONFITURES;14021;CONFITURE FRUITS JAUNES;100%;
14;EPICERIE;1402;CONFITURES;14022;CONFITURE FRAISE;100%;
14;EPICERIE;1402;CONFITURES;14023;CONFITURE FRUITS ROUGE;100%;
14;EPICERIE;1402;CONFITURES;14024;CONFITURE AUTRES PARFUMS;100%;
14;EPICERIE;1403;MIELS ET CREMES;14030;MIELS;100%;
14;EPICERIE;1403;MIELS ET CREMES;14031;CREMES DE MARRONS-PRUNEAUX;100%;
14;EPICERIE;1404;PATES A TARTINER;14040;PATE A TARTINER;100%;
14;EPICERIE;1405;CAFES TORREFIES;14050;CAFES TORREFIES EN GRAINS;100%;
14;EPICERIE;1405;CAFES TORREFIES;14051;CAFES MELANGE MOULUS;100%;
14;EPICERIE;1405;CAFES TORREFIES;14052;CAFES EXPRESSO, ITALIENS;100%;
14;EPICERIE;1405;CAFES TORREFIES;14053;CAFES ARABICA STANDARD;100%;
14;EPICERIE;1405;CAFES TORREFIES;14054;CAFES ARABICA ORIGINE,SPE;100%;
14;EPICERIE;1405;CAFES TORREFIES;14055;DOSETTES TOUTES ORIGINES;100%;
14;EPICERIE;1405;CAFES TORREFIES;14056;CAFES DECAFEINES;100%;
14;EPICERIE;1406;CAFES SOLUBLES ET CHICOREE;14060;CAFES SOLUBLES;100%;
14;EPICERIE;1406;CAFES SOLUBLES ET CHICOREE;14061;CAFES SOLUBLE DECAFEINES;100%;
14;EPICERIE;1406;CAFES SOLUBLES ET CHICOREE;14062;CAPPUCCINO;100%;
14;EPICERIE;1406;CAFES SOLUBLES ET CHICOREE;14063;CHICOREE;100%;
14;EPICERIE;1406;CAFES SOLUBLES ET CHICOREE;14064;CHICOREES - CAFES;100%;
14;EPICERIE;1407;THES - INFUSIONS;14070;THES NATURE;100%;
14;EPICERIE;1407;THES - INFUSIONS;14071;THES PARFUMES;100%;
14;EPICERIE;1407;THES - INFUSIONS;14072;INFUSIONS CLASSIQUES;100%;
14;EPICERIE;1407;THES - INFUSIONS;14073;INFUSIONS PARFUMEES;100%;
14;EPICERIE;1408;PETITS DEJ. INSTANTANES;14080;PETIT DEJEUNER CHOCOLAT;100%;
14;EPICERIE;1408;PETITS DEJ. INSTANTANES;14081;PTS DEJ.CHOCOLAT COMPLET;100%;
14;EPICERIE;1409;LAITS;14090;LAITS CONCENTRES;100%;
14;EPICERIE;1409;LAITS;14091;LAITS EN POUDRE;100%;
14;EPICERIE;1409;LAITS;14098;SNACKING PDTS POUR PETITS DEJE;100%;
14;EPICERIE;1410;BISCUITS SECS;14100;BISCUITS SECS;100%;
14;EPICERIE;1410;BISCUITS SECS;14101;GALETTE,PALET,AUTRE SABLE;100%;
14;EPICERIE;1410;BISCUITS SECS;14102;GAUFRETTES;100%;
14;EPICERIE;1410;BISCUITS SECS;14103;FEUILLETES;100%;
14;EPICERIE;1410;BISCUITS SECS;14104;BISCUIT ALLEGE,EQUILIBRE;100%;
14;EPICERIE;1410;BISCUITS SECS;14105;BISCUIT PETIT DEJEUNER;100%;
14;EPICERIE;1411;CHOCOLATES, FRUITES;14110;CHOCOLATES;100%;
14;EPICERIE;1411;CHOCOLATES, FRUITES;14111;CONFITURES;100%;
14;EPICERIE;1411;CHOCOLATES, FRUITES;14112;GENOISES NAPPES CHOCOLAT;100%;
14;EPICERIE;1411;CHOCOLATES, FRUITES;14113;COOKIES SECS;100%;
14;EPICERIE;1412;GOUTERS;14120;GOUTERS SECS;100%;
14;EPICERIE;1412;GOUTERS;14121;GOUTERS FOURRES;100%;
14;EPICERIE;1413;ASSORTIMENT, DESSERTS;14130;ASSORTIMENTS;100%;
14;EPICERIE;1413;ASSORTIMENT, DESSERTS;14131;BISCUITS AUX OEUFS;100%;
14;EPICERIE;1413;ASSORTIMENT, DESSERTS;14132;BISCUIT PATISSIER DESSERT;100%;
14;EPICERIE;1414;POCKETS;14140;POCKETS GOUTERS;100%;
14;EPICERIE;1414;POCKETS;14141;POCKETS NAPPES CHOCOLATS;100%;
14;EPICERIE;1414;POCKETS;14142;POCKETS AUTRES;100%;
14;EPICERIE;1415;PATISSERIE;14150;CAKES;100%;
14;EPICERIE;1415;PATISSERIE;14151;MARBRE FOURRE GATEAU INDIVIDUE;100%;
14;EPICERIE;1415;PATISSERIE;14152;MARBRE FOURRE GATEAU FAMILIAL;100%;
14;EPICERIE;1415;PATISSERIE;14153;PANETONE;100%;
14;EPICERIE;1415;PATISSERIE;14154;PAIN D'EPICES;100%;
14;EPICERIE;1419;SNACKING BISCUITS SUCRES;14198;SNACKING BISCUITS SUCRES;100%;
14;EPICERIE;1420;TABLETTES DE CHOCOLAT;14200;DESSERT;100%;
14;EPICERIE;1420;TABLETTES DE CHOCOLAT;14201;NOIR A CROQUER;100%;
14;EPICERIE;1420;TABLETTES DE CHOCOLAT;14202;DEGUSTATION NOIR;100%;
14;EPICERIE;1420;TABLETTES DE CHOCOLAT;14203;DEGUSTATION LAIT;100%;
14;EPICERIE;1420;TABLETTES DE CHOCOLAT;14204;LAIT FAMILIAL;100%;
14;EPICERIE;1420;TABLETTES DE CHOCOLAT;14205;BLANC;100%;
14;EPICERIE;1420;TABLETTES DE CHOCOLAT;14206;LAIT NOISETTES AMANDES RIZ;100%;
14;EPICERIE;1420;TABLETTES DE CHOCOLAT;14207;LAIT GOURMAND;100%;
14;EPICERIE;1420;TABLETTES DE CHOCOLAT;14208;NOIR GOURMAND;100%;
14;EPICERIE;1420;TABLETTES DE CHOCOLAT;14209;FOURRE;100%;
14;EPICERIE;1421;CONFISERIE DE CHOCOLAT;14210;BARRES CHOCOLATEES;100%;
14;EPICERIE;1421;CONFISERIE DE CHOCOLAT;14211;ROCHERS;100%;
14;EPICERIE;1421;CONFISERIE DE CHOCOLAT;14212;TURBINES ET ENFANTS;100%;
14;EPICERIE;1421;CONFISERIE DE CHOCOLAT;14213;CONFISERIE CHOCO.ADULTE;100%;
14;EPICERIE;1422;CONFISERIE DE SUCRE;14220;CARAMELS ET SPECIALITES;100%;
14;EPICERIE;1422;CONFISERIE DE SUCRE;14221;BONBONS AUX FRUITS;100%;
14;EPICERIE;1422;CONFISERIE DE SUCRE;14222;BONBONS A LA MENTHE;100%;
14;EPICERIE;1422;CONFISERIE DE SUCRE;14223;ASSORTIMENT DE BONBONS;100%;
14;EPICERIE;1422;CONFISERIE DE SUCRE;14224;BONBON AUX PLANTES, GOMME;100%;
14;EPICERIE;1422;CONFISERIE DE SUCRE;14225;BONBONS GELIFIES;100%;
14;EPICERIE;1422;CONFISERIE DE SUCRE;14226;PTE CONFIS ENFANT, SUCETTE;100%;
14;EPICERIE;1422;CONFISERIE DE SUCRE;14227;AUTRE CONFISERIE ENFANT;100%;
14;EPICERIE;1422;CONFISERIE DE SUCRE;14228;PETITE CONFISERIE ADULTE;100%;
14;EPICERIE;1422;CONFISERIE DE SUCRE;14229;DRAGEES ET ACCESSOIRES;100%;
14;EPICERIE;1423;PATES DE FRUITS, NOUGATS;14230;PATES DE FRUITS,D AMANDES;100%;
14;EPICERIE;1423;PATES DE FRUITS, NOUGATS;14231;NOUGATS ET AUTRES;100%;
14;EPICERIE;1424;CHEWING-GUM;14240;CHEWING-GUM SUCRE;100%;
14;EPICERIE;1424;CHEWING-GUM;14241;CHEWING-GUM SANS SUCRE;100%;
14;EPICERIE;1425;CHOCOLATS SAISONNIERS NOEL;14250;ASSORTIMENT;100%;
14;EPICERIE;1425;CHOCOLATS SAISONNIERS NOEL;14251;SPECIALITE;100%;
14;EPICERIE;1425;CHOCOLATS SAISONNIERS NOEL;14252;LIQUEUR ET GRIOTTE;100%;
14;EPICERIE;1425;CHOCOLATS SAISONNIERS NOEL;14253;BOULES;100%;
14;EPICERIE;1425;CHOCOLATS SAISONNIERS NOEL;14254;MOULAGES;100%;
14;EPICERIE;1425;CHOCOLATS SAISONNIERS NOEL;14255;CONCEPT ENFANTS;100%;
14;EPICERIE;1425;CHOCOLATS SAISONNIERS NOEL;14256;TRUFFES;100%;
14;EPICERIE;1425;CHOCOLATS SAISONNIERS NOEL;14257;MARRONS;100%;
14;EPICERIE;1425;CHOCOLATS SAISONNIERS NOEL;14258;PATES DE FRUITS/D'AMANDES;100%;
14;EPICERIE;1426;CHOCOLATS SAISONNIERS PAQUES;14260;MOULAGE OEUFS;100%;
14;EPICERIE;1426;CHOCOLATS SAISONNIERS PAQUES;14261;MOULAGES POULES;100%;
14;EPICERIE;1426;CHOCOLATS SAISONNIERS PAQUES;14262;MOULAGES LAPINS;100%;
14;EPICERIE;1426;CHOCOLATS SAISONNIERS PAQUES;14263;MOULAGES CLOCHES;100%;
14;EPICERIE;1426;CHOCOLATS SAISONNIERS PAQUES;14264;MOULAGES DIVERS;100%;
14;EPICERIE;1426;CHOCOLATS SAISONNIERS PAQUES;14265;OEUFS DECORS FLAMME;100%;
14;EPICERIE;1426;CHOCOLATS SAISONNIERS PAQUES;14266;SUJETS FANTAISIE;100%;
14;EPICERIE;1426;CHOCOLATS SAISONNIERS PAQUES;14267;SUJET GARNIS OEUFS;100%;
14;EPICERIE;1426;CHOCOLATS SAISONNIERS PAQUES;14268;CONFISERIE CHOCOLAT;100%;
14;EPICERIE;1426;CHOCOLATS SAISONNIERS PAQUES;14269;CONFISERIE SUCRE;100%;
14;EPICERIE;1429;SNACKING CONFISERIE;14298;SNACKING CONFISERIE;100%;
14;EPICERIE;1430;FRUITS AUX SIROP;14300;FRUITS SIMPLES;100%;
14;EPICERIE;1430;FRUITS AUX SIROP;14301;ANANAS;100%;
14;EPICERIE;1430;FRUITS AUX SIROP;14302;MELANGES DE FRUITS;100%;
14;EPICERIE;1431;COMPOTES;14310;COMPOTES FAMILIALES;100%;
14;EPICERIE;1431;COMPOTES;14311;COMPOTES INDIVIDUELLES;100%;
14;EPICERIE;1432;DESSERTS PREPARES;14320;CREMES ET DESSERTS;100%;
14;EPICERIE;1433;DESSERTS A PREPARER;14330;CREME MOUSSE ENTREMET FLAN;100%;
14;EPICERIE;1433;DESSERTS A PREPARER;14331;PREPARATION PATISSERIES;100%;
14;EPICERIE;1433;DESSERTS A PREPARER;14332;CORNETS GLACES ET AUTRES;100%;
14;EPICERIE;1434;AIDES A LA PATISSERIE;14340;SUCRES ET LEVURES;100%;
14;EPICERIE;1434;AIDES A LA PATISSERIE;14341;AUTRES AIDES PATISSERIE;100%;
14;EPICERIE;1435;SUCRES;14350;SUCRES ORDINAIRES;100%;
14;EPICERIE;1435;SUCRES;14351;SUCRES SPECIALITES;100%;
14;EPICERIE;1435;SUCRES;14352;EDULCORANTS DE SYNTHESE;100%;
14;EPICERIE;1436;FARINES;14360;FARINES;100%;
14;EPICERIE;1436;FARINES;14361;FARINES DE PREPARATION;100%;
14;EPICERIE;1437;DIETETIQUE;14370;BISCUITS - GOUTERS;100%;
14;EPICERIE;1437;DIETETIQUE;14371;BARRES ET TABL.CHOCOLAT;100%;
14;EPICERIE;1437;DIETETIQUE;14372;PANIFICATION;100%;
14;EPICERIE;1437;DIETETIQUE;14373;PETITS DEJEUNERS;100%;
14;EPICERIE;1437;DIETETIQUE;14374;PRODUITS MINCEUR;100%;
14;EPICERIE;1437;DIETETIQUE;14375;INGREDIENT DIET, AUTRES;100%;
14;EPICERIE;1437;DIETETIQUE;14376;SPORT - VITALITE;100%;
14;EPICERIE;1437;DIETETIQUE;14377;BOISSONS ET JUS FRUITS;100%;
14;EPICERIE;1437;DIETETIQUE;14378;COMPLEMENTS ALIMENTAIRES;100%;
14;EPICERIE;1437;DIETETIQUE;14379;DIETETIQUE SOJA;100%;
14;EPICERIE;1439;SNACKING DESSERTS, AIDE PATISS;14398;SNACKING DESSERTS, AIDE PATISS;100%;
14;EPICERIE;1440;JUS FRUITS, FRUIT, GOUTER;14400;JUS DE FRUITS;100%;
14;EPICERIE;1440;JUS FRUITS, FRUIT, GOUTER;14401;FRUITS;100%;
14;EPICERIE;1440;JUS FRUITS, FRUIT, GOUTER;14402;GOUTER DESSERTS;100%;
14;EPICERIE;1441;REPAS LEGUME,LEGUM/VIANDE;14410;POTS LEGUMES;100%;
14;EPICERIE;1441;REPAS LEGUME,LEGUM/VIANDE;14411;ASSIETTES LEGUMES;100%;
14;EPICERIE;1441;REPAS LEGUME,LEGUM/VIANDE;14412;POT LEGUM-VIAND OU POISSON;100%;
14;EPICERIE;1441;REPAS LEGUME,LEGUM/VIANDE;14413;ASSIETTE LEG VIANDE OU POISSON;100%;
14;EPICERIE;1441;REPAS LEGUME,LEGUM/VIANDE;14414;POTAGES;100%;
14;EPICERIE;1441;REPAS LEGUME,LEGUM/VIANDE;14415;PUREES;100%;
14;EPICERIE;1442;FARINE CEREALE,PETIT DEJ;14420;FARINES DESHYDRATEES;100%;
14;EPICERIE;1442;FARINE CEREALE,PETIT DEJ;14421;FARINES BRICKS;100%;
14;EPICERIE;1442;FARINE CEREALE,PETIT DEJ;14422;BISCUITS;100%;
14;EPICERIE;1443;LAITS INFANTILES;14430;LAIT 1ER AGE;100%;
14;EPICERIE;1443;LAITS INFANTILES;14431;LAIT 2 IEME AGE;100%;
14;EPICERIE;1443;LAITS INFANTILES;14432;LAIT DE CROISSANCE;100%;
14;EPICERIE;1449;SNACKING ALIMENTS INFANTILES;14498;SNACKING ALIMENTS INFANTILES;100%;
14;EPICERIE;1450;POTAGES;14500;POTAGES DESHYDRATES A CUIRE;100%;
14;EPICERIE;1450;POTAGES;14501;POTAGE DESHYDRATE INSTANT;100%;
14;EPICERIE;1450;POTAGES;14502;POTAGES LIQUIDES;100%;
14;EPICERIE;1450;POTAGES;14503;CROUTONS POTAGE;100%;
14;EPICERIE;1451;PATES;14510;PATES QUALITE SUPERIEURE;100%;
14;EPICERIE;1451;PATES;14511;PATES SPECIALITES;100%;
14;EPICERIE;1451;PATES;14512;PATES AUX OEUFS;100%;
14;EPICERIE;1452;SEMOULES/COUSCOUS;14520;SEMOULES COUSCOUS;100%;
14;EPICERIE;1452;SEMOULES/COUSCOUS;14521;BLE/AUTRES CEREALES;100%;
14;EPICERIE;1453;LEGUMES SECS;14530;LEGUMES SECS;100%;
14;EPICERIE;1454;RIZ;14540;RIZ ETUVE;100%;
14;EPICERIE;1454;RIZ;14541;RIZ SACHET CUISSON;100%;
14;EPICERIE;1454;RIZ;14542;RIZ ROND/NATUREL;100%;
14;EPICERIE;1454;RIZ;14543;RIZ SPECIALITE;100%;
14;EPICERIE;1455;PUREE;14550;PUREE LAIT ET CUISINEE;100%;
14;EPICERIE;1455;PUREE;14551;PUREE NATURE;100%;
14;EPICERIE;1459;SNACKING POTAGES, PATES, FECUL;14598;SNACKING POTAGES, PATES, FECUL;100%;
14;EPICERIE;1460;CONSERVES LEG.VERTS;14600;PETITS POIS;100%;
14;EPICERIE;1460;CONSERVES LEG.VERTS;14601;HARICOTS VERTS;100%;
14;EPICERIE;1460;CONSERVES LEG.VERTS;14602;FLAGEOLETS;100%;
14;EPICERIE;1460;CONSERVES LEG.VERTS;14603;EPINARDS;100%;
14;EPICERIE;1460;CONSERVES LEG.VERTS;14604;CHOUX DE BRUXELLES ET AUTRES;100%;
14;EPICERIE;1460;CONSERVES LEG.VERTS;14605;PETIT POIS CAROTTES;100%;
14;EPICERIE;1460;CONSERVES LEG.VERTS;14606;MACEDOINES JARDINIERES;100%;
14;EPICERIE;1460;CONSERVES LEG.VERTS;14607;RATATOUIL-MELANGE DE LEGUME;100%;
14;EPICERIE;1461;CONSERVES AUTRES LEG.;14610;TOMATES;100%;
14;EPICERIE;1461;CONSERVES AUTRES LEG.;14611;HARICOTS BLANCS - ROUGES;100%;
14;EPICERIE;1461;CONSERVES AUTRES LEG.;14612;CELERI;100%;
14;EPICERIE;1461;CONSERVES AUTRES LEG.;14613;ARTICHAUTS ET ASPERGES;100%;
14;EPICERIE;1461;CONSERVES AUTRES LEG.;14614;CAROTTES;100%;
14;EPICERIE;1461;CONSERVES AUTRES LEG.;14615;AUTRES LEGUMES;100%;
14;EPICERIE;1462;CONSERVE MAIS,EXOT,SALADE;14620;MAIS;100%;
14;EPICERIE;1462;CONSERVE MAIS,EXOT,SALADE;14621;PRODUITS EXOTIQUES;100%;
14;EPICERIE;1463;CONSERVES CHAMPIGNONS;14630;CHAMPIGNONS DE PARIS;100%;
14;EPICERIE;1463;CONSERVES CHAMPIGNONS;14631;CHAMP.DESHYDRAT,SYLVESTRE;100%;
14;EPICERIE;1464;CONSERVES POISSONS;14640;SARDINES;100%;
